name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list,wandb_flag
golden-wind-10177,3,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.106882,"[16615578.456117, 14612032.427835, 13515899.289500996, 14182153.817925, 13532913.193281995, 13718227.834096998, 13533325.654019998, 13695075.743062995, 13695238.773443, 13533136.385518998, 13260508.253624, 13260508.253783, 13260508.254175, 13260508.25434, 13260508.253447, 13260508.253485, 13260508.254428, 13260508.253559, 13260508.252838, 13260508.253695, 13260508.253915, 13260508.252468, 13260508.259831, 13260508.254516, 13260522.973976]",
smart-dew-10178,5,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.1503989,"[16615578.47279, 14612032.446336, 13515899.287754996, 14182153.818812998, 13532913.195630996, 13718227.834361998, 13533325.654216, 13695075.7452, 13695238.77432, 13533136.383331, 13260508.254504, 13260508.255386, 13260508.254041, 13260508.254238, 13260508.254564, 13260508.253564, 13260508.253535, 13260508.255356, 13260508.253194, 13260508.253013, 13260508.254371, 13260508.254512, 13260508.258767, 13260508.253742, 13260522.974858]",
super-shape-10179,8,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.06802,"[16615578.467941, 14612032.39732, 13515899.286670996, 14182153.815679, 13532913.193608996, 13718227.832995998, 13533325.652950998, 13695075.74259, 13695238.775014, 13533136.382681, 13260508.252639, 13260508.253558, 13260508.253764, 13260508.25223, 13260508.252425, 13260508.254107, 13260508.253311, 13260508.252531, 13260508.252487, 13260508.253711, 13260508.252719, 13260508.252838, 13260508.258609, 13260508.253568, 13260522.972070998]",
absurd-star-10180,10,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.14112294,"[16615578.456128, 14612032.421043, 13515899.288694996, 14182153.81764, 13532913.197059996, 13718227.835405998, 13533325.680687, 13695075.756881, 13695238.77488, 13533136.382723998, 13260508.251953, 13260508.253654, 13260508.253914, 13260508.252647, 13260508.253331, 13260508.25413, 13260508.25288, 13260508.252633, 13260508.25623, 13260508.253387, 13260508.252639, 13260508.259743, 13260508.254389, 13260508.256173, 13260522.972275998]",
visionary-monkey-10181,15,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.127042,"[16615578.451676, 14612032.41978, 13515899.302622994, 14182153.813744998, 13532913.198146995, 13718227.834981998, 13533325.654743, 13695075.743116995, 13695238.775498, 13533136.385081, 13260508.253911, 13260508.25494, 13260508.255625, 13260508.254069, 13260508.253351, 13260508.254525, 13260508.254969, 13260508.253758, 13260508.254992, 13260508.256852, 13260508.256884, 13260508.253749, 13260508.260455, 13260508.255223, 13260522.974347]",
avid-sun-10182,25,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.11144394,"[16615578.454948, 14612032.415700998, 13515899.289519995, 14182153.820064, 13532913.194872998, 13718227.834487995, 13533325.655843996, 13695075.744629998, 13695238.774534, 13533136.385019, 13260508.254839, 13260508.254585, 13260508.254629, 13260508.255741, 13260508.254812, 13260508.254224, 13260508.2555, 13260508.254673, 13260508.254907, 13260508.254381, 13260508.255219, 13260508.254215, 13260508.254752, 13260508.255683, 13260522.973663]",
lively-silence-10183,50,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.14253795,"[16615578.45367, 14612032.421890998, 13515899.290121997, 14182153.822020998, 13532913.196109995, 13718227.834666995, 13533325.657112, 13695075.744722998, 13695238.774824, 13533136.386595, 13260508.25581, 13260508.255915, 13260508.255535, 13260508.256875, 13260508.254597, 13260508.254941, 13260508.256887, 13260508.255825, 13260508.254642, 13260508.256015, 13260508.255969, 13260508.260204, 13260508.25614, 13260508.256023, 13260522.975425]",
glowing-sky-10184,70,0.3,2e-05,tpcds_static_10_MAB,0.01,0,339541220.145015,"[16615578.455804, 14612032.415125, 13515899.288970996, 14182153.819994, 13532913.225782998, 13718227.837927, 13533325.655725, 13695075.744120998, 13695238.774312, 13533136.384446, 13260508.254874, 13260508.254489, 13260508.25401, 13260508.25482, 13260508.254606, 13260508.253437, 13260508.255552, 13260508.254745, 13260508.253891, 13260508.254404, 13260508.255315, 13260508.259209, 13260508.253812, 13260508.254895, 13260522.974748]",
swept-universe-10185,3,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.12272894,"[16615578.465508, 14612032.424400998, 13515899.287567995, 14182153.817404998, 13532913.195742996, 13718227.834048998, 13533325.653117998, 13695075.744293, 13695238.773648, 13533136.383186, 13260508.253538, 13260508.25554, 13260508.253544, 13260508.254039, 13260508.25546, 13260508.254042, 13260508.254023, 13260508.254605, 13260508.254685, 13260508.254438, 13260508.254095, 13260508.254954, 13260508.26073, 13260508.254712, 13260522.975404998]",
absurd-wave-10186,5,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.086697,"[16615578.431907, 14612032.414135998, 13515899.288341995, 14182153.816788, 13532913.194093997, 13718227.837152, 13533325.654700998, 13695075.744260998, 13695238.776928, 13533136.384055998, 13260508.254314, 13260508.255143, 13260508.254063, 13260508.253852, 13260508.254058, 13260508.257387, 13260508.254028, 13260508.25431, 13260508.255363, 13260508.253704, 13260508.254403, 13260508.255093, 13260508.261192, 13260508.253334, 13260522.974087998]",
usual-cherry-10187,8,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541221.05058897,"[16615578.449194, 14612032.444444, 13515899.329842996, 14182153.859234998, 13532913.233637998, 13718227.875163998, 13533325.698262, 13695075.784477998, 13695238.814165, 13533136.424236, 13260508.293372, 13260508.293852, 13260508.293119, 13260508.29323, 13260508.300652, 13260508.293518, 13260508.293631, 13260508.293502, 13260508.293983, 13260508.293195, 13260508.294154, 13260508.293255, 13260508.300727, 13260508.294122, 13260523.013617998]",
lilac-armadillo-10188,10,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.1365729,"[16615578.45422, 14612032.413987, 13515899.288350996, 14182153.817811998, 13532913.194973998, 13718227.835082998, 13533325.655136, 13695075.745638998, 13695238.774948, 13533136.384240998, 13260508.256061, 13260508.261012, 13260508.280335, 13260508.255465, 13260508.25485, 13260508.254087, 13260508.254341, 13260508.255579, 13260508.25375, 13260508.254103, 13260508.254482, 13260508.254335, 13260508.253977, 13260508.254615, 13260522.97519]",
golden-microwave-10189,15,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.116728,"[16615578.46775, 14612032.417566998, 13515899.288091997, 14182153.814987998, 13532913.196025996, 13718227.834344998, 13533325.655258998, 13695075.745584998, 13695238.774516, 13533136.384149998, 13260508.254701, 13260508.255466, 13260508.254271, 13260508.254383, 13260508.255331, 13260508.254108, 13260508.254182, 13260508.254571, 13260508.254678, 13260508.25353, 13260508.253795, 13260508.254128, 13260508.2582, 13260508.252506, 13260522.974599998]",
driven-deluge-10190,25,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.11139196,"[16615578.45135, 14612032.41413, 13515899.287466995, 14182153.818014998, 13532913.196762998, 13718227.835417, 13533325.654930998, 13695075.745194998, 13695238.775536, 13533136.384711, 13260508.254944, 13260508.257535, 13260508.254735, 13260508.254448, 13260508.255428, 13260508.254664, 13260508.254542, 13260508.254332, 13260508.256028, 13260508.254439, 13260508.253839, 13260508.255238, 13260508.25949, 13260508.253542, 13260522.974673]",
charmed-lake-10191,50,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.106685,"[16615578.455626, 14612032.411668, 13515899.291001994, 14182153.818454998, 13532913.194119995, 13718227.835521998, 13533325.654518, 13695075.744455, 13695238.775135, 13533136.385415, 13260508.254953, 13260508.253789, 13260508.255751, 13260508.25419, 13260508.253625, 13260508.254565, 13260508.254565, 13260508.254097, 13260508.253917, 13260508.254956, 13260508.253799, 13260508.253889, 13260508.260794, 13260508.254467, 13260522.973411998]",
vital-shadow-10192,70,0.3,2e-06,tpcds_static_10_MAB,0.01,0,339541220.11798996,"[16615578.475939, 14612032.412207998, 13515899.288282994, 14182153.819298, 13532913.195219995, 13718227.833868995, 13533325.654170996, 13695075.744885998, 13695238.774462, 13533136.383435998, 13260508.25489, 13260508.254227, 13260508.252582, 13260508.253805, 13260508.254573, 13260508.25356, 13260508.252664, 13260508.254673, 13260508.25383, 13260508.252707, 13260508.253916, 13260508.255755, 13260508.25885, 13260508.254366, 13260522.97582]",
firm-darkness-10193,3,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.11919194,"[16615578.457457, 14612032.419004, 13515899.288566995, 14182153.814728998, 13532913.198747998, 13718227.832848998, 13533325.655142998, 13695075.744069995, 13695238.773188, 13533136.385266, 13260508.254392, 13260508.254283, 13260508.254168, 13260508.254399, 13260508.264, 13260508.254159, 13260508.255703, 13260508.253083, 13260508.253413, 13260508.255207, 13260508.254557, 13260508.258621, 13260508.255408, 13260508.255018, 13260522.973759998]",
denim-sponge-10194,5,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.10542905,"[16615578.454829, 14612032.426636, 13515899.289052997, 14182153.818463998, 13532913.193267995, 13718227.834051998, 13533325.653762998, 13695075.743482998, 13695238.773635998, 13533136.384267, 13260508.253423, 13260508.253013, 13260508.254388, 13260508.253345, 13260508.253432, 13260508.253899, 13260508.253633, 13260508.252846, 13260508.252744, 13260508.254333, 13260508.254091, 13260508.253272, 13260508.259863, 13260508.255549, 13260522.976146998]",
glowing-energy-10195,8,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.1086459,"[16615578.453445, 14612032.42979, 13515899.289203996, 14182153.818064, 13532913.193835998, 13718227.834949998, 13533325.654912, 13695075.743745998, 13695238.773681, 13533136.385704998, 13260508.253992, 13260508.253261, 13260508.254164, 13260508.253563, 13260508.253088, 13260508.253545, 13260508.253226, 13260508.252817, 13260508.253166, 13260508.255664, 13260508.254129, 13260508.252928, 13260508.260768, 13260508.253392, 13260522.97361]",
electric-paper-10196,10,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.13931596,"[16615578.463926, 14612032.429195998, 13515899.288410995, 14182153.820646998, 13532913.194267998, 13718227.841363998, 13533325.656823998, 13695075.745324995, 13695238.774294, 13533136.384809, 13260508.254661, 13260508.254624, 13260508.254259, 13260508.254943, 13260508.253832, 13260508.254169, 13260508.25512, 13260508.254552, 13260508.253806, 13260508.253534, 13260508.253927, 13260508.25965, 13260508.254565, 13260508.254946, 13260522.973664]",
daily-frost-10197,15,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.2181949,"[16615578.465183, 14612032.494565, 13515899.291025994, 14182153.822413998, 13532913.198718997, 13718227.837908998, 13533325.659961998, 13695075.746595996, 13695238.774374, 13533136.386533, 13260508.254525, 13260508.25402, 13260508.253631, 13260508.254953, 13260508.253684, 13260508.253484, 13260508.254129, 13260508.254702, 13260508.25427, 13260508.253754, 13260508.255869, 13260508.260656, 13260508.253726, 13260508.255646, 13260522.973865]",
desert-darkness-10198,25,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.12029105,"[16615578.456231, 14612032.414908, 13515899.289613996, 14182153.818167, 13532913.195176998, 13718227.835022995, 13533325.653945, 13695075.745173998, 13695238.775572, 13533136.383883, 13260508.258621, 13260508.260202, 13260508.254141, 13260508.254016, 13260508.255154, 13260508.254201, 13260508.253393, 13260508.2545, 13260508.255185, 13260508.254241, 13260508.253453, 13260508.255892, 13260508.260562, 13260508.253992, 13260522.975044]",
comfy-valley-10199,50,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.12619996,"[16615578.453518, 14612032.4153, 13515899.288463997, 14182153.81946, 13532913.201980997, 13718227.83575, 13533325.655130995, 13695075.746141998, 13695238.775625, 13533136.384375, 13260508.254811, 13260508.257331, 13260508.254308, 13260508.253803, 13260508.254653, 13260508.255937, 13260508.254596, 13260508.254291, 13260508.255682, 13260508.255143, 13260508.254374, 13260508.255784, 13260508.260525, 13260508.25413, 13260522.975085998]",
giddy-wind-10200,70,0.3,2e-07,tpcds_static_10_MAB,0.01,0,339541220.104256,"[16615578.462207, 14612032.414214998, 13515899.288712995, 14182153.818349998, 13532913.193801995, 13718227.833888998, 13533325.654890995, 13695075.743968, 13695238.773805, 13533136.384949, 13260508.253752, 13260508.253385, 13260508.254463, 13260508.254433, 13260508.253612, 13260508.253397, 13260508.254586, 13260508.25373, 13260508.253203, 13260508.254763, 13260508.25367, 13260508.253446, 13260508.259425, 13260508.256016, 13260522.973586]",
olive-snow-10201,3,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.08489597,"[16615578.451834, 14612032.414723, 13515899.289406994, 14182153.804945998, 13532913.194933996, 13718227.835641, 13533325.644435998, 13695075.744418995, 13695238.77461, 13533136.386362998, 13260508.254675, 13260508.254296, 13260508.255459, 13260508.254293, 13260508.254764, 13260508.254858, 13260508.254325, 13260508.254339, 13260508.253445, 13260508.255194, 13260508.254231, 13260508.253686, 13260508.260581, 13260508.255017, 13260522.974419998]",
neat-cloud-10202,5,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.127178,"[16615578.451224, 14612032.440719, 13515899.315628994, 14182153.801404998, 13532913.199400997, 13718227.834121998, 13533325.64451, 13695075.744220998, 13695238.774983, 13533136.384905, 13260508.253657, 13260508.25557, 13260508.253813, 13260508.253418, 13260508.254737, 13260508.254087, 13260508.253201, 13260508.252995, 13260508.255023, 13260508.253605, 13260508.253897, 13260508.254625, 13260508.260219, 13260508.253348, 13260522.973863998]",
dainty-sun-10203,8,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.08475804,"[16615578.452767, 14612032.420611998, 13515899.287841994, 14182153.805137996, 13532913.193975998, 13718227.836665995, 13533325.644936996, 13695075.744429998, 13695238.77566, 13533136.384907998, 13260508.254655, 13260508.255733, 13260508.254968, 13260508.254377, 13260508.253801, 13260508.255161, 13260508.254111, 13260508.253535, 13260508.254693, 13260508.253858, 13260508.253763, 13260508.253887, 13260508.256256, 13260508.254769, 13260522.974255]",
warm-vortex-10204,10,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.058118,"[16615578.452772, 14612032.411551, 13515899.287766997, 14182153.804587996, 13532913.194223998, 13718227.835148998, 13533325.644791998, 13695075.743798995, 13695238.77478, 13533136.383919, 13260508.253371, 13260508.255733, 13260508.254521, 13260508.252801, 13260508.252478, 13260508.254665, 13260508.25368, 13260508.252981, 13260508.254024, 13260508.253778, 13260508.253072, 13260508.252958, 13260508.25484, 13260508.252917, 13260522.972958]",
dulcet-spaceship-10205,15,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.096976,"[16615578.466221, 14612032.418806998, 13515899.288232995, 14182153.804930998, 13532913.196774997, 13718227.835186996, 13533325.644741, 13695075.747141998, 13695238.774646, 13533136.383434, 13260508.254284, 13260508.254093, 13260508.25326, 13260508.253707, 13260508.255103, 13260508.253808, 13260508.253456, 13260508.254716, 13260508.254479, 13260508.253721, 13260508.253865, 13260508.254703, 13260508.25948, 13260508.253337, 13260522.974846998]",
scarlet-resonance-10206,25,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.08480394,"[16615578.464333, 14612032.413421998, 13515899.288635995, 14182153.807918996, 13532913.194471998, 13718227.833976, 13533325.645078998, 13695075.744506998, 13695238.774094, 13533136.384122, 13260508.25661, 13260508.253778, 13260508.253911, 13260508.255732, 13260508.253603, 13260508.253561, 13260508.254248, 13260508.254271, 13260508.253292, 13260508.253384, 13260508.255431, 13260508.254155, 13260508.253654, 13260508.254873, 13260522.973741]",
jolly-frost-10207,50,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.08482397,"[16615578.452972, 14612032.437851, 13515899.289258994, 14182153.804865, 13532913.194261998, 13718227.834462998, 13533325.643921996, 13695075.743131, 13695238.773573998, 13533136.384836, 13260508.253283, 13260508.252905, 13260508.254531, 13260508.253259, 13260508.252851, 13260508.253606, 13260508.253004, 13260508.252284, 13260508.252602, 13260508.254499, 13260508.253131, 13260508.252984, 13260508.260387, 13260508.253721, 13260522.972642]",
scarlet-lion-10208,70,0.5,0.01,tpcds_static_10_MAB,0.01,0,339541220.09142804,"[16615578.458596, 14612032.412594998, 13515899.287422994, 14182153.804982, 13532913.195706995, 13718227.835388998, 13533325.644113, 13695075.746139998, 13695238.775773, 13533136.384327998, 13260508.255859, 13260508.255366, 13260508.254451, 13260508.254933, 13260508.256158, 13260508.254914, 13260508.254603, 13260508.256624, 13260508.254804, 13260508.254142, 13260508.254625, 13260508.254866, 13260508.254648, 13260508.254393, 13260522.975996]",
effortless-breeze-10209,3,0.5,0.02,tpcds_static_10_MAB,0.01,0,342769071.5011229,"[16615578.457325, 14612032.414880998, 13515899.290702997, 14182153.806182, 13532913.194266995, 13718227.836194998, 13533325.645625, 13695075.744151998, 13695238.77115, 14612032.137483, 13330564.664406996, 13330341.485664995, 13330341.486980995, 13330341.484652996, 13330341.484294996, 13515468.116544995, 13330341.485232996, 13330564.664832996, 13330341.485572996, 13330564.666713996, 13513476.635697998, 13513476.634556, 13513476.637275, 13513476.635682998, 13513476.635049]",
jolly-hill-10210,5,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.07959694,"[16615578.454714, 14612032.415044, 13515899.287731996, 14182153.80657, 13532913.195002995, 13718227.833840998, 13533325.645332998, 13695075.745549, 13695238.773519, 13533136.384626, 13260508.254788, 13260508.254154, 13260508.253894, 13260508.254959, 13260508.253672, 13260508.253326, 13260508.254754, 13260508.254635, 13260508.253842, 13260508.253097, 13260508.254197, 13260508.253603, 13260508.259134, 13260508.255143, 13260522.974467998]",
fragrant-firebrand-10211,8,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.075828,"[16615578.452862, 14612032.412956, 13515899.290008996, 14182153.805937998, 13532913.193273995, 13718227.834467998, 13533325.644359998, 13695075.744320998, 13695238.776884, 13533136.388144998, 13260508.253795, 13260508.254145, 13260508.254874, 13260508.253484, 13260508.252926, 13260508.253542, 13260508.255044, 13260508.253535, 13260508.253425, 13260508.254813, 13260508.253883, 13260508.253578, 13260508.255641, 13260508.255458, 13260522.974467998]",
lilac-darkness-10212,10,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.060145,"[16615578.433178, 14612032.428161, 13515899.288863994, 14182153.801193, 13532913.197670998, 13718227.834232, 13533325.644886998, 13695075.744564, 13695238.773643, 13533136.385014, 13260508.254552, 13260508.253854, 13260508.254756, 13260508.254113, 13260508.253485, 13260508.253574, 13260508.25456, 13260508.253553, 13260508.253019, 13260508.254243, 13260508.254169, 13260508.252739, 13260508.254501, 13260508.254407, 13260522.973212998]",
resilient-smoke-10213,15,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.047472,"[16615578.432545, 14612032.412299998, 13515899.287482996, 14182153.806595998, 13532913.194168998, 13718227.833895998, 13533325.645019, 13695075.744836, 13695238.773812, 13533136.384278998, 13260508.254451, 13260508.2546, 13260508.253332, 13260508.254361, 13260508.254018, 13260508.253595, 13260508.254486, 13260508.254621, 13260508.253498, 13260508.253538, 13260508.255593, 13260508.253945, 13260508.254033, 13260508.254607, 13260522.973859]",
royal-dust-10214,25,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.0952099,"[16615578.452845, 14612032.415221998, 13515899.289076995, 14182153.805999998, 13532913.195727997, 13718227.835289998, 13533325.645040998, 13695075.745971998, 13695238.774786, 13533136.384863, 13260508.255683, 13260508.255196, 13260508.254568, 13260508.254634, 13260508.255626, 13260508.254668, 13260508.25447, 13260508.255622, 13260508.254453, 13260508.254101, 13260508.254308, 13260508.255762, 13260508.260165, 13260508.255207, 13260522.975922998]",
dainty-darkness-10215,50,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.073864,"[16615578.455402, 14612032.413257, 13515899.288531994, 14182153.804818, 13532913.193913998, 13718227.834713995, 13533325.644021, 13695075.743907996, 13695238.774644, 13533136.383816998, 13260508.252881, 13260508.254254, 13260508.254345, 13260508.253512, 13260508.254542, 13260508.254136, 13260508.254178, 13260508.254197, 13260508.254945, 13260508.254118, 13260508.253451, 13260508.25445, 13260508.260241, 13260508.253078, 13260522.974509]",
soft-moon-10216,70,0.5,0.02,tpcds_static_10_MAB,0.01,0,339541220.11034095,"[16615578.453402, 14612032.436978, 13515899.288786994, 14182153.805872, 13532913.196120998, 13718227.834379995, 13533325.643905, 13695075.74626, 13695238.774299, 13533136.383970998, 13260508.255705, 13260508.254908, 13260508.254005, 13260508.254167, 13260508.255509, 13260508.254192, 13260508.253785, 13260508.255419, 13260508.254736, 13260508.254436, 13260508.255108, 13260508.255017, 13260508.258942, 13260508.254562, 13260522.975874998]",
dazzling-sunset-10217,3,0.5,0.002,tpcds_static_10_MAB,0.01,0,342769071.48344594,"[16615578.456754, 14612032.413379, 13515899.288061997, 14182153.804905, 13532913.195402997, 13718227.834939998, 13533325.644536998, 13695075.745643998, 13695238.770552, 14612032.134379998, 13330564.664686996, 13330341.484819995, 13330341.484575996, 13330341.483966997, 13330341.486065997, 13515468.114296995, 13330341.484032996, 13330564.664540997, 13330341.483943995, 13330564.665215995, 13513476.634241998, 13513476.635657, 13513476.639895998, 13513476.633869998, 13513476.635077998]",
feasible-flower-10218,5,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.09489596,"[16615578.455484, 14612032.41748, 13515899.287949994, 14182153.801552998, 13532913.201952998, 13718227.835425995, 13533325.645231998, 13695075.746021, 13695238.774317998, 13533136.384719, 13260508.255006, 13260508.256903, 13260508.25433, 13260508.254183, 13260508.25562, 13260508.254398, 13260508.253862, 13260508.254917, 13260508.255079, 13260508.254179, 13260508.253654, 13260508.255066, 13260508.25923, 13260508.253547, 13260522.974785998]",
quiet-capybara-10219,8,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.06334496,"[16615578.451438, 14612032.413348, 13515899.288037997, 14182153.805285998, 13532913.194328995, 13718227.836071998, 13533325.644322, 13695075.743714998, 13695238.776272, 13533136.383697, 13260508.253394, 13260508.253706, 13260508.253823, 13260508.253131, 13260508.252719, 13260508.254058, 13260508.2533, 13260508.251883, 13260508.254197, 13260508.253453, 13260508.252961, 13260508.253501, 13260508.260691, 13260508.253154, 13260522.972856998]",
hopeful-breeze-10220,10,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.1038299,"[16615578.45107, 14612032.43541, 13515899.289744996, 14182153.805946998, 13532913.193776997, 13718227.834914, 13533325.646060998, 13695075.743896998, 13695238.773455, 13533136.385953998, 13260508.255219, 13260508.254014, 13260508.254645, 13260508.254962, 13260508.253599, 13260508.253747, 13260508.255781, 13260508.254204, 13260508.253559, 13260508.255368, 13260508.254191, 13260508.253846, 13260508.260998, 13260508.255409, 13260522.974058]",
spring-smoke-10221,15,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.13413095,"[16615578.471124, 14612032.453750998, 13515899.288128994, 14182153.805057, 13532913.194517998, 13718227.834138, 13533325.644785998, 13695075.745513998, 13695238.774342, 13533136.38371, 13260508.254238, 13260508.254842, 13260508.254002, 13260508.253712, 13260508.254958, 13260508.253875, 13260508.253677, 13260508.255003, 13260508.253992, 13260508.253827, 13260508.254132, 13260508.254201, 13260508.259819, 13260508.25391, 13260522.974874]",
eager-valley-10222,25,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.08283997,"[16615578.454329, 14612032.419473998, 13515899.287166996, 14182153.801267998, 13532913.198424997, 13718227.835115995, 13533325.644790998, 13695075.743984995, 13695238.775967, 13533136.38382, 13260508.256598, 13260508.25537, 13260508.253794, 13260508.253241, 13260508.253304, 13260508.258635, 13260508.252819, 13260508.253205, 13260508.254718, 13260508.25387, 13260508.255814, 13260508.255132, 13260508.25498, 13260508.25327, 13260522.973747998]",
kind-donkey-10223,50,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.079351,"[16615578.455635, 14612032.413692998, 13515899.289619995, 14182153.806007998, 13532913.194940995, 13718227.834213998, 13533325.645800998, 13695075.744714998, 13695238.773772, 13533136.385011, 13260508.253891, 13260508.254327, 13260508.254057, 13260508.254993, 13260508.2538, 13260508.253578, 13260508.254346, 13260508.254633, 13260508.253701, 13260508.2546, 13260508.255418, 13260508.253972, 13260508.254659, 13260508.255572, 13260522.974394]",
lyric-butterfly-10224,70,0.5,0.002,tpcds_static_10_MAB,0.01,0,339541220.082698,"[16615578.458214, 14612032.420198, 13515899.288891995, 14182153.804373998, 13532913.193544997, 13718227.833945, 13533325.645358998, 13695075.743880998, 13695238.773937, 13533136.385169998, 13260508.254638, 13260508.25334, 13260508.253839, 13260508.254356, 13260508.253621, 13260508.253362, 13260508.255388, 13260508.25372, 13260508.253728, 13260508.254527, 13260508.253833, 13260508.25281, 13260508.258951, 13260508.254863, 13260522.974207]",
comic-darkness-10225,3,0.5,0.0002,tpcds_static_10_MAB,0.01,0,339541220.09638697,"[16615578.454255, 14612032.415574, 13515899.288734997, 14182153.820158998, 13532913.193236995, 13718227.832986996, 13533325.656515, 13695075.743714998, 13695238.773836, 13533136.384521998, 13260508.253658, 13260508.253286, 13260508.253741, 13260508.254337, 13260508.252681, 13260508.253096, 13260508.254936, 13260508.254201, 13260508.253123, 13260508.254617, 13260508.253995, 13260508.253246, 13260508.258906, 13260508.25512, 13260522.973908998]",
worthy-yogurt-10226,5,0.5,0.0002,tpcds_static_10_MAB,0.01,0,339541220.1049099,"[16615578.454567, 14612032.413041, 13515899.288073994, 14182153.818947, 13532913.193320995, 13718227.833122998, 13533325.654945998, 13695075.744623998, 13695238.774042, 13533136.384705998, 13260508.254774, 13260508.253491, 13260508.253402, 13260508.257432, 13260508.257256, 13260508.255538, 13260508.25498, 13260508.25358, 13260508.252798, 13260508.254162, 13260508.254332, 13260508.253671, 13260508.258576, 13260508.256176, 13260522.975350998]",
smart-violet-10227,8,0.5,0.0002,tpcds_static_10_MAB,0.01,0,339541220.07927895,"[16615578.45347, 14612032.411330998, 13515899.288000995, 14182153.818091998, 13532913.193207998, 13718227.834025998, 13533325.655144, 13695075.743968995, 13695238.773681, 13533136.385185, 13260508.253962, 13260508.253579, 13260508.253821, 13260508.252986, 13260508.253318, 13260508.253469, 13260508.253952, 13260508.252555, 13260508.25276, 13260508.253765, 13260508.253505, 13260508.253334, 13260508.25418, 13260508.254717, 13260522.973269]",
twilight-night-10228,10,0.5,0.0002,tpcds_static_10_MAB,0.01,0,339541220.1201959,"[16615578.436292998, 14612032.410719998, 13515899.289326996, 14182153.818811998, 13532913.196807995, 13718227.835110998, 13533325.654772, 13695075.748135, 13695238.805243, 13533136.384856, 13260508.254339, 13260508.254999, 13260508.254021, 13260508.253809, 13260508.255755, 13260508.253842, 13260508.25335, 13260508.254756, 13260508.254501, 13260508.253008, 13260508.253378, 13260508.261831, 13260508.254385, 13260508.253222, 13260522.974922998]",
lemon-surf-10229,15,0.5,0.0002,tpcds_static_10_MAB,0.01,0,339541220.102938,"[16615578.452275, 14612032.411309998, 13515899.288487997, 14182153.81794, 13532913.196179995, 13718227.834769998, 13533325.654273998, 13695075.744860996, 13695238.775074, 13533136.384441998, 13260508.254435, 13260508.256097, 13260508.253841, 13260508.253899, 13260508.254842, 13260508.25426, 13260508.253902, 13260508.254345, 13260508.254966, 13260508.253987, 13260508.253688, 13260508.255882, 13260508.259889, 13260508.254668, 13260522.974622998]",
expert-sky-10230,25,0.5,0.0002,tpcds_static_10_MAB,0.01,0,339541220.09243387,"[16615578.459156, 14612032.412769, 13515899.287467996, 14182153.815240998, 13532913.199314997, 13718227.833573995, 13533325.653551998, 13695075.744902998, 13695238.773826, 13533136.38381, 13260508.254421, 13260508.254559, 13260508.25394, 13260508.253765, 13260508.253388, 13260508.253164, 13260508.252921, 13260508.253726, 13260508.253114, 13260508.252577, 13260508.253679, 13260508.254196, 13260508.258353, 13260508.252611, 13260522.974405998]",
