name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list,wandb_flag
lively-tree-9944,3,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541220.2305251,"[16615578.502149, 14612032.452000998, 13515899.290188994, 14182153.821515998, 13532913.198249998, 13718227.835841998, 13533325.655526998, 13695075.746033998, 13695238.776463998, 13533136.385363, 13260508.256588, 13260508.255029, 13260508.255284, 13260508.254913, 13260508.255797, 13260508.254887, 13260508.255696, 13260508.256532, 13260508.255317, 13260508.255313, 13260508.255591, 13260508.263, 13260508.255652, 13260508.256762, 13260522.980829]",
clear-plant-9945,5,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541220.16696495,"[16615578.475935, 14612032.420388998, 13515899.290928995, 14182153.822414998, 13532913.197714996, 13718227.836784998, 13533325.655931998, 13695075.744800998, 13695238.776075, 13533136.384882, 13260508.255001, 13260508.256775, 13260508.25543, 13260508.254544, 13260508.255443, 13260508.257413, 13260508.256575, 13260508.254644, 13260508.257397, 13260508.256142, 13260508.256226, 13260508.257513, 13260508.255851, 13260508.255616, 13260522.976537]",
golden-water-9946,8,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541221.07009906,"[16615578.50518, 14612032.439927, 13515899.329693995, 14182153.833273, 13532913.234513998, 13718227.874153998, 13533325.694183998, 13695075.784098998, 13695238.816191, 13533136.423893, 13260508.293716, 13260508.294135, 13260508.29385, 13260508.293776, 13260508.293753, 13260508.300074, 13260508.293418, 13260508.293739, 13260508.293746, 13260508.293793, 13260508.294295, 13260508.293943, 13260508.293712, 13260508.295278, 13260523.013762]",
pretty-firebrand-9947,10,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541221.124152,"[16615578.465544, 14612032.450581, 13515899.335589996, 14182153.862672, 13532913.234367996, 13718227.879360998, 13533325.687195998, 13695075.784573998, 13695238.814634, 13533136.424474, 13260508.29405, 13260508.295246, 13260508.294562, 13260508.297306, 13260508.294538, 13260508.294419, 13260508.298698, 13260508.298939, 13260508.298552, 13260508.303964, 13260508.29883, 13260508.298905, 13260508.299213, 13260508.298792, 13260523.019144]",
magic-lion-9948,15,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541220.25586605,"[16615578.572674, 14612032.418192, 13515899.289934997, 14182153.821669, 13532913.195615998, 13718227.834628996, 13533325.655783998, 13695075.748136, 13695238.774743998, 13533136.384588, 13260508.255484, 13260508.256221, 13260508.254963, 13260508.256609, 13260508.256437, 13260508.260964, 13260508.256774, 13260508.255575, 13260508.255083, 13260508.255182, 13260508.2557, 13260508.255365, 13260508.255684, 13260508.255332, 13260522.974526]",
major-totem-9949,25,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541220.23527795,"[16615578.515252, 14612032.424762, 13515899.297480997, 14182153.820956, 13532913.199282998, 13718227.839515, 13533325.657882998, 13695075.746787, 13695238.777374, 13533136.386762, 13260508.255592, 13260508.257389, 13260508.256052, 13260508.255315, 13260508.25597, 13260508.25691, 13260508.259861, 13260508.256106, 13260508.256026, 13260508.256611, 13260508.255803, 13260508.260066, 13260508.256653, 13260508.255095, 13260522.975773998]",
frosty-snowflake-9950,50,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541220.265235,"[16615578.527354, 14612032.425955998, 13515899.290497996, 14182153.821769, 13532913.197385997, 13718227.834774995, 13533325.656337, 13695075.745463, 13695238.775646, 13533136.385962998, 13260508.25463, 13260508.26201, 13260508.271015, 13260508.256724, 13260508.254826, 13260508.255453, 13260508.258418, 13260508.276375, 13260508.256272, 13260508.256401, 13260508.253792, 13260508.262476, 13260508.255813, 13260508.255377, 13260522.974505998]",
fallen-plant-9951,70,0.001,0.0002,tpcds_static_10_MAB,0.01,0,339541220.19750404,"[16615578.465042, 14612032.422951998, 13515899.291963996, 14182153.822695998, 13532913.199847998, 13718227.841794996, 13533325.663049998, 13695075.750601998, 13695238.778583, 13533136.387476, 13260508.258592, 13260508.257144, 13260508.258115, 13260508.257005, 13260508.25697, 13260508.258478, 13260508.256227, 13260508.255411, 13260508.256604, 13260508.256072, 13260508.255177, 13260508.261748, 13260508.25669, 13260508.254755, 13260522.974508]",
flowing-sea-9952,3,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.18729496,"[16615578.500224, 14612032.421909, 13515899.291726995, 14182153.824383998, 13532913.199926997, 13718227.837692998, 13533325.657512998, 13695075.744759995, 13695238.774675, 13533136.385084998, 13260508.255003, 13260508.254855, 13260508.254347, 13260508.255674, 13260508.255167, 13260508.253878, 13260508.255018, 13260508.254127, 13260508.254278, 13260508.25422, 13260508.254451, 13260508.261025, 13260508.254987, 13260508.256849, 13260522.975518998]",
sweet-sun-9953,5,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.2394439,"[16615578.481909, 14612032.482777998, 13515899.293244995, 14182153.821132, 13532913.196137996, 13718227.836296998, 13533325.655082, 13695075.744185995, 13695238.776494998, 13533136.384645998, 13260508.254817, 13260508.255606, 13260508.255566, 13260508.254277, 13260508.257923, 13260508.277085, 13260508.256062, 13260508.254795, 13260508.255132, 13260508.253645, 13260508.254417, 13260508.255265, 13260508.254735, 13260508.254447, 13260522.973764]",
driven-leaf-9954,8,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.21479887,"[16615578.485141, 14612032.427769998, 13515899.292069996, 14182153.837363, 13532913.197682995, 13718227.836534996, 13533325.655404998, 13695075.744157998, 13695238.77624, 13533136.395867998, 13260508.254342, 13260508.256885, 13260508.255563, 13260508.256106, 13260508.256673, 13260508.256245, 13260508.255983, 13260508.25585, 13260508.25726, 13260508.255893, 13260508.255431, 13260508.262095, 13260508.25626, 13260508.256146, 13260522.975834]",
splendid-armadillo-9955,10,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.185823,"[16615578.479624, 14612032.430365998, 13515899.289657995, 14182153.821144998, 13532913.196975997, 13718227.835510995, 13533325.658232998, 13695075.747014998, 13695238.776037, 13533136.386511998, 13260508.256468, 13260508.256219, 13260508.256648, 13260508.257045, 13260508.256058, 13260508.25602, 13260508.257437, 13260508.256137, 13260508.255219, 13260508.256607, 13260508.25601, 13260508.256088, 13260508.256792, 13260508.257028, 13260522.974969998]",
chocolate-dream-9956,15,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.157676,"[16615578.485417, 14612032.421798998, 13515899.289942997, 14182153.819471998, 13532913.195863998, 13718227.836318998, 13533325.655605998, 13695075.745340995, 13695238.776343, 13533136.385425998, 13260508.255077, 13260508.256515, 13260508.255321, 13260508.253961, 13260508.254766, 13260508.257533, 13260508.255344, 13260508.254239, 13260508.254509, 13260508.254759, 13260508.25431, 13260508.254628, 13260508.256348, 13260508.255024, 13260522.973812]",
fancy-blaze-9957,25,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.179534,"[16615578.457599, 14612032.415590998, 13515899.289323997, 14182153.819942998, 13532913.197592998, 13718227.834952, 13533325.655767998, 13695075.747766998, 13695238.777470998, 13533136.385402998, 13260508.257472, 13260508.265347, 13260508.259181, 13260508.258099, 13260508.257437, 13260508.256219, 13260508.257416, 13260508.257437, 13260508.256662, 13260508.257385, 13260508.258722, 13260508.263153, 13260508.257395, 13260508.259093, 13260522.977105]",
laced-cherry-9958,50,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541221.1975849,"[16615578.496423, 14612032.466346998, 13515899.332244996, 14182153.864858998, 13532913.239985997, 13718227.879570998, 13533325.699968, 13695075.790743995, 13695238.819525, 13533136.428744, 13260508.298686, 13260508.298671, 13260508.298831, 13260508.299123, 13260508.310768, 13260508.299701, 13260508.299113, 13260508.293458, 13260508.294022, 13260508.294373, 13260508.294063, 13260508.296266, 13260508.294486, 13260508.293764, 13260523.013848]",
rich-tree-9959,70,0.001,2e-05,tpcds_static_10_MAB,0.01,0,339541220.176136,"[16615578.487918, 14612032.423473, 13515899.290614994, 14182153.819208998, 13532913.195688996, 13718227.836104998, 13533325.655691998, 13695075.744995998, 13695238.774905, 13533136.387036, 13260508.256499, 13260508.255107, 13260508.255744, 13260508.255247, 13260508.254639, 13260508.255914, 13260508.257101, 13260508.254428, 13260508.253848, 13260508.255798, 13260508.255598, 13260508.26087, 13260508.256654, 13260508.256376, 13260522.976674998]",
deft-aardvark-9960,3,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.173677,"[16615578.467089, 14612032.4433, 13515899.292244997, 14182153.817613998, 13532913.200595995, 13718227.836672, 13533325.656062998, 13695075.744902998, 13695238.776618, 13533136.385009998, 13260508.255614, 13260508.256545, 13260508.25466, 13260508.254513, 13260508.255377, 13260508.25673, 13260508.255302, 13260508.254833, 13260508.256438, 13260508.256111, 13260508.254862, 13260508.256296, 13260508.255936, 13260508.254354, 13260522.975996]",
astral-darkness-9961,5,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.22779393,"[16615578.4742, 14612032.428305998, 13515899.292652994, 14182153.820819998, 13532913.205935998, 13718227.841300998, 13533325.662342, 13695075.751623996, 13695238.780396, 13533136.394185, 13260508.261487, 13260508.261009, 13260508.259126, 13260508.257076, 13260508.256035, 13260508.256044, 13260508.256307, 13260508.25431, 13260508.255162, 13260508.256468, 13260508.260843, 13260508.255591, 13260508.256094, 13260508.255042, 13260522.975437]",
fearless-lake-9962,8,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.169056,"[16615578.477971, 14612032.434594998, 13515899.291914996, 14182153.821036998, 13532913.196475998, 13718227.836548, 13533325.655983998, 13695075.744828, 13695238.775974, 13533136.386385, 13260508.253779, 13260508.255263, 13260508.254347, 13260508.254322, 13260508.255037, 13260508.255549, 13260508.254597, 13260508.254186, 13260508.255414, 13260508.255227, 13260508.255546, 13260508.256346, 13260508.255535, 13260508.2562, 13260522.975995]",
dulcet-bush-9963,10,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.15380996,"[16615578.493339, 14612032.408979, 13515899.290802997, 14182153.816410998, 13532913.201912995, 13718227.834441995, 13533325.655129, 13695075.746287998, 13695238.775031, 13533136.384361, 13260508.254753, 13260508.255507, 13260508.254194, 13260508.255032, 13260508.255198, 13260508.254395, 13260508.254095, 13260508.255027, 13260508.254597, 13260508.254173, 13260508.255394, 13260508.259778, 13260508.254238, 13260508.254803, 13260522.975929998]",
solar-sky-9964,15,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.31501305,"[16615578.536227, 14612032.462516, 13515899.293299995, 14182153.824205998, 13532913.201789998, 13718227.841146998, 13533325.661025, 13695075.751266, 13695238.800098998, 13533136.391312998, 13260508.25826, 13260508.254633, 13260508.255264, 13260508.257401, 13260508.25395, 13260508.254328, 13260508.255798, 13260508.254279, 13260508.254129, 13260508.254836, 13260508.25755, 13260508.254456, 13260508.254435, 13260508.25836, 13260522.974444998]",
northern-wind-9965,25,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.27144194,"[16615578.50975, 14612032.450061, 13515899.290286995, 14182153.832289996, 13532913.225216998, 13718227.835347995, 13533325.655525, 13695075.745474998, 13695238.775657, 13533136.386014, 13260508.256978, 13260508.255214, 13260508.255395, 13260508.255866, 13260508.255251, 13260508.255192, 13260508.256943, 13260508.256485, 13260508.25642, 13260508.25691, 13260508.255758, 13260508.25553, 13260508.256055, 13260508.256234, 13260522.981586998]",
rich-glade-9966,50,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.13951004,"[16615578.458858998, 14612032.417939998, 13515899.291778997, 14182153.820469998, 13532913.197179995, 13718227.836538998, 13533325.654713998, 13695075.744683998, 13695238.775549, 13533136.391706, 13260508.256393, 13260508.256922, 13260508.25478, 13260508.25415, 13260508.254131, 13260508.25522, 13260508.253805, 13260508.254138, 13260508.255183, 13260508.254706, 13260508.25439, 13260508.260303, 13260508.256281, 13260508.255073, 13260522.974614998]",
earnest-elevator-9967,70,0.001,2e-06,tpcds_static_10_MAB,0.01,0,339541220.146952,"[16615578.470416998, 14612032.422115998, 13515899.291881995, 14182153.821922, 13532913.196770998, 13718227.834406998, 13533325.654887998, 13695075.744974, 13695238.774082, 13533136.384216998, 13260508.255639, 13260508.254805, 13260508.253636, 13260508.254806, 13260508.255114, 13260508.254624, 13260508.254523, 13260508.255461, 13260508.254112, 13260508.254199, 13260508.25463, 13260508.255457, 13260508.261478, 13260508.255896, 13260522.976896]",
deft-sunset-9968,3,0.001,2e-07,tpcds_static_10_MAB,0.01,0,339541220.1978339,"[16615578.496059, 14612032.443061998, 13515899.289259994, 14182153.81897, 13532913.196677998, 13718227.835241998, 13533325.654783998, 13695075.746463995, 13695238.776313, 13533136.384667998, 13260508.257203, 13260508.256296, 13260508.25499, 13260508.254067, 13260508.255471, 13260508.255119, 13260508.254713, 13260508.255629, 13260508.255362, 13260508.25407, 13260508.261414, 13260508.256647, 13260508.254465, 13260508.25494, 13260522.975947998]",
different-yogurt-9969,5,0.001,2e-07,tpcds_static_10_MAB,0.01,0,339541220.19799995,"[16615578.491944, 14612032.425049998, 13515899.290237997, 14182153.820171, 13532913.195106998, 13718227.836023998, 13533325.668208998, 13695075.745602, 13695238.774487, 13533136.387887, 13260508.256546, 13260508.254798, 13260508.256397, 13260508.255897, 13260508.255335, 13260508.255239, 13260508.257339, 13260508.255078, 13260508.255186, 13260508.256706, 13260508.256555, 13260508.260997, 13260508.254521, 13260508.257038, 13260522.975649]",
rosy-galaxy-9970,8,0.001,2e-07,tpcds_static_10_MAB,0.01,0,339541220.221336,"[16615578.486124, 14612032.425901, 13515899.291210996, 14182153.820696998, 13532913.247397996, 13718227.834465995, 13533325.654690998, 13695075.746748, 13695238.77549, 13533136.384743998, 13260508.255237, 13260508.255449, 13260508.254594, 13260508.255401, 13260508.257527, 13260508.256742, 13260508.254347, 13260508.255134, 13260508.255579, 13260508.254038, 13260508.253865, 13260508.261954, 13260508.255197, 13260508.253861, 13260522.974940998]",
graceful-dragon-9971,10,0.001,2e-07,tpcds_static_10_MAB,0.01,0,339541220.268315,"[16615578.499692, 14612032.428443998, 13515899.292178996, 14182153.822904998, 13532913.199227998, 13718227.839287998, 13533325.662856998, 13695075.755392998, 13695238.779876, 13533136.389902998, 13260508.259146, 13260508.259208, 13260508.259318, 13260508.260074, 13260508.259303, 13260508.259559, 13260508.259472, 13260508.258798, 13260508.258956, 13260508.258247, 13260508.257435, 13260508.256985, 13260508.258222, 13260508.259153, 13260522.974673998]",
grateful-energy-9972,15,0.001,2e-07,tpcds_static_10_MAB,0.01,0,339541220.474509,"[16615578.458791, 14612032.468995, 13515899.301863994, 14182153.832884, 13532913.210470997, 13718227.850331996, 13533325.668720998, 13695075.758542998, 13695238.787454, 13533136.396516, 13260508.267174, 13260508.266557, 13260508.265914, 13260508.267337, 13260508.266593, 13260508.266944, 13260508.268189, 13260508.266432, 13260508.274333, 13260508.268935, 13260508.268327, 13260508.267995, 13260508.26854, 13260508.268082, 13260522.988586]",
