name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list,wandb_flag
fiery-planet-15411,10,0.001,0.0002,job_static_1_MAB,0.01,0,226138165.05599895,"[15087869.65958, 9261980.588418, 8751540.554955, 8751540.562845, 8751540.554003999, 9216266.340328, 8751540.556402, 8751540.598025, 8751540.592151, 8751540.629306, 8751540.576729, 8751540.575341, 8751540.574926998, 8789696.401039999, 8751540.584200999, 8751540.564813, 8751540.567186, 8751540.567855999, 8751540.562941, 8751540.561569, 8751540.560697999, 8751540.560385, 8751540.560757, 8751540.564974999, 8751540.636566998]",True
youthful-snowflake-15412,15,0.001,0.0002,job_static_1_MAB,0.01,0,226138164.56109497,"[15087869.664258, 9261980.580529, 8751540.554668, 8751540.554118998, 8751540.548553, 9216266.330028, 8751540.567007, 8751540.552919999, 8751540.551727999, 8751540.550805999, 8751540.55396, 8751540.549521, 8751540.548812, 8789696.374013, 8751540.5539, 8751540.551972998, 8751540.553624999, 8751540.55235, 8751540.552160999, 8751540.550063, 8751540.552941, 8751540.564571999, 8751540.552769, 8751540.547246, 8751540.548572998]",True
misunderstood-water-15413,25,0.001,0.0002,job_static_1_MAB,0.01,0,226138165.11323497,"[15087869.66598, 9261980.592229, 8751540.556660999, 8751540.55964, 8751540.562473, 9216266.344195, 8751540.564071, 8751540.56164, 8751540.559799999, 8751540.558528999, 8751540.561947, 8751540.558548, 8751540.55933, 8789696.395703, 8751540.563546998, 8751540.557079999, 8751540.558372999, 8751540.560109999, 8751540.555158999, 8751540.557087999, 8751540.613671, 8751540.610844, 8751540.66312, 8751540.609856999, 8751540.66364]",True
absurd-snow-15414,50,0.001,0.0002,job_static_1_MAB,0.01,0,226138164.56915295,"[15087869.663703, 9261980.591921002, 8751540.554108, 8751540.551019998, 8751540.549718998, 9216266.344347, 8751540.551754, 8751540.547655, 8751540.545831999, 8751540.555906, 8751540.548471998, 8751540.549625998, 8751540.548578, 8789696.370457, 8751540.551675, 8751540.551497, 8751540.559837999, 8751540.550955, 8751540.548066, 8751540.552213999, 8751540.562983999, 8751540.553979, 8751540.550404, 8751540.558921998, 8751540.555520998]",True
vital-star-15415,70,0.001,0.0002,job_static_1_MAB,0.01,0,226138166.829653,"[15087869.730835, 9261980.574758, 8751540.570812998, 8751540.571874999, 8751540.570983998, 9216266.354444, 8751540.574129999, 8751540.575427, 8751540.622286, 8751540.663491, 8751540.626404999, 8751540.693816999, 8751540.690822, 8789696.509164, 8751540.689971, 8751540.682210999, 8751540.680381, 8751540.679578999, 8751540.684124999, 8751540.683504999, 8751540.680878999, 8751540.684519999, 8751540.68399, 8751540.665461998, 8751540.685779]",True
autumn-morning-15416,3,0.001,2e-05,job_static_1_MAB,0.01,0,226138166.535097,"[15087869.666099, 9261980.670385, 8751540.671094999, 8751540.64603, 8751540.601857, 9216266.428527, 8751540.685837999, 8751540.658636, 8751540.664410999, 8751540.663095, 8751540.665710999, 8751540.568854999, 8751540.552589, 8789696.452907, 8751540.5726, 8751540.563646998, 8751540.628550999, 8751540.688158998, 8751540.699767, 8751540.697591, 8751540.657007, 8751540.657197999, 8751540.561247999, 8751540.652613, 8751540.560680998]",True
neat-paper-15417,5,0.001,2e-05,job_static_1_MAB,0.01,0,226138166.23199695,"[15087869.673354, 9261980.594286, 8751540.563963, 8751540.561394999, 8751540.572479999, 9216266.337579, 8751540.560242, 8751540.556683999, 8751540.618247999, 8751540.584036, 8751540.620062, 8751540.646223, 8751540.590777999, 8789696.403346999, 8751540.668458, 8751540.664668, 8751540.668939, 8751540.668954998, 8751540.667188998, 8751540.66869, 8751540.662990998, 8751540.668244999, 8751540.665628, 8751540.669324, 8751540.676233]",True
zesty-frog-15418,8,0.001,2e-05,job_static_1_MAB,0.01,0,226138164.82688,"[15087869.664525, 9261980.621887, 8751540.592433998, 8751540.563333, 8751540.559550999, 9216266.340385, 8751540.562368, 8751540.560981, 8751540.571756, 8751540.559599, 8751540.559959998, 8751540.557512999, 8751540.555362, 8789696.375951, 8751540.570546, 8751540.559851998, 8751540.556814, 8751540.561466, 8751540.562064, 8751540.554275999, 8751540.557601, 8751540.569511998, 8751540.558542999, 8751540.567713, 8751540.562887998]",True
pretty-puddle-15419,10,0.001,2e-05,job_static_1_MAB,0.01,0,226138167.41907695,"[15087869.662065, 9261980.614689002, 8751540.675726999, 8751540.669442, 8751540.665284999, 9216266.450209, 8751540.673904, 8751540.670796, 8751540.702778999, 8751540.703426, 8751540.70248, 8751540.704744, 8751540.703081999, 8789696.515733, 8751540.696773998, 8751540.660642, 8751540.662628999, 8751540.663546, 8751540.661929999, 8751540.662934, 8751540.669079999, 8751540.661052, 8751540.659742, 8751540.644749999, 8751540.661636999]",True
fallen-puddle-15420,15,0.001,2e-05,job_static_1_MAB,0.01,0,226138166.00410697,"[15087869.665494, 9261980.583662, 8751540.614086999, 8751540.561788999, 8751540.564466, 9216266.346626, 8751540.559889, 8751540.56173, 8751540.563721, 8751540.566613, 8751540.607551, 8751540.631282, 8751540.68849, 8789696.489025999, 8751540.673514, 8751540.570667999, 8751540.572336, 8751540.562346999, 8751540.580632, 8751540.668418, 8751540.676391998, 8751540.675498, 8751540.669478, 8751540.677337999, 8751540.67306]",True
graceful-paper-15421,25,0.001,2e-05,job_static_1_MAB,0.01,0,226138164.68865296,"[15087869.663239, 9261980.562401, 8751540.555512, 8751540.554335998, 8751540.55706, 9216266.339628, 8751540.566251999, 8751540.566401, 8751540.555753998, 8751540.555793999, 8751540.556475999, 8751540.560321, 8751540.561236, 8789696.381749, 8751540.561079, 8751540.557384, 8751540.559018, 8751540.559783999, 8751540.559664, 8751540.559387999, 8751540.558929998, 8751540.56129, 8751540.567389999, 8751540.553506998, 8751540.55506]",True
effortless-shape-15422,50,0.001,2e-05,job_static_1_MAB,0.01,0,226138164.652846,"[15087869.66165, 9261980.595646, 8751540.552545, 8751540.550998999, 8751540.551012998, 9216266.334798, 8751540.549065, 8751540.552941998, 8751540.550667, 8751540.556673, 8751540.556180999, 8751540.557741, 8751540.558480999, 8789696.377194999, 8751540.56398, 8751540.551823, 8751540.565674, 8751540.553281998, 8751540.578544999, 8751540.557091, 8751540.553359, 8751540.557269, 8751540.556994999, 8751540.554536, 8751540.554696]",True
worthy-aardvark-15423,70,0.001,2e-05,job_static_1_MAB,0.01,0,226138167.24199703,"[15087869.663725, 9261980.634228, 8751540.6393, 8751540.666978, 8751540.668207, 9216266.448838, 8751540.671296999, 8751540.663167, 8751540.664766999, 8751540.669428999, 8751540.666784, 8751540.67381, 8751540.66938, 8789696.488876, 8751540.674722, 8751540.675358, 8751540.668626, 8751540.674645, 8751540.668971999, 8751540.668186, 8751540.662695998, 8751540.669286, 8751540.657793999, 8751540.666710999, 8751540.666214999]",True
dark-deluge-15424,3,0.001,2e-06,job_static_1_MAB,0.01,0,226138165.05662003,"[15087869.664334, 9261980.534945002, 8751540.545946999, 8751540.551195, 8751540.547917, 9216266.332207, 8751540.554523999, 8751540.548951998, 8751540.550500998, 8751540.563358, 8751540.559818, 8751540.55885, 8751540.559537, 8789696.379844999, 8751540.568094999, 8751540.568501, 8751540.570070999, 8751540.603348998, 8751540.667159999, 8751540.672044, 8751540.61914, 8751540.579203999, 8751540.578728, 8751540.584071, 8751540.594326999]",True
fearless-sun-15425,5,0.001,2e-06,job_static_1_MAB,0.01,0,226138166.57481495,"[15087869.659275, 9261980.61342, 8751540.577482998, 8751540.585158, 8751540.58206, 9216266.361068, 8751540.592118999, 8751540.661603, 8751540.668968, 8751540.55067, 8751540.70416, 8751540.695882, 8751540.655910999, 8789696.471972, 8751540.652463999, 8751540.652576, 8751540.658535998, 8751540.658204999, 8751540.651092999, 8751540.651236, 8751540.656502, 8751540.653711999, 8751540.654594999, 8751540.654249, 8751540.651897999]",True
crimson-totem-15426,8,0.001,2e-06,job_static_1_MAB,0.01,0,226138164.52570695,"[15087869.662517, 9261980.55148, 8751540.553281, 8751540.554882, 8751540.555324, 9216266.335129, 8751540.554396, 8751540.554189999, 8751540.552963, 8751540.552024, 8751540.552964, 8751540.554254, 8751540.550673999, 8789696.371475, 8751540.556228999, 8751540.552099999, 8751540.551784, 8751540.552974999, 8751540.547973, 8751540.548864, 8751540.553527, 8751540.551109, 8751540.551605, 8751540.553343, 8751540.550645]",True
rural-snow-15427,10,0.001,2e-06,job_static_1_MAB,0.01,0,226138165.168814,"[15087869.659591, 9261980.587261, 8751540.54919, 8751540.547801, 8751540.546371998, 9216266.327784, 8751540.550586998, 8751540.546572, 8751540.565560998, 8751540.61558, 8751540.563135, 8751540.564692998, 8751540.635994999, 8789696.387009, 8751540.652608, 8751540.650734998, 8751540.649451999, 8751540.620299999, 8751540.557377, 8751540.553396, 8751540.618634999, 8751540.557865, 8751540.552915, 8751540.554568999, 8751540.553831]",True
unique-valley-15428,15,0.001,2e-06,job_static_1_MAB,0.01,0,226138164.46274793,"[15087869.661296, 9261980.534552, 8751540.54822, 8751540.551086, 8751540.549338, 9216266.331734, 8751540.550862, 8751540.553824998, 8751540.548393998, 8751540.546201998, 8751540.545829, 8751540.547109999, 8751540.551556999, 8789696.370723, 8751540.5526, 8751540.55145, 8751540.550065, 8751540.550614, 8751540.548733, 8751540.546629999, 8751540.567015, 8751540.548028, 8751540.551485999, 8751540.551896999, 8751540.553501999]",True
snowy-frog-15429,25,0.001,2e-06,job_static_1_MAB,0.01,0,226138164.627223,"[15087869.664719, 9261980.514653, 8751540.566868, 8751540.560888, 8751540.557806998, 9216266.340725, 8751540.556018999, 8751540.557198, 8751540.554149998, 8751540.556115, 8751540.555181999, 8751540.56087, 8751540.561756998, 8789696.374468999, 8751540.560978, 8751540.558745999, 8751540.558054999, 8751540.55881, 8751540.560326999, 8751540.560121, 8751540.561269999, 8751540.557870999, 8751540.556801999, 8751540.555377, 8751540.557446]",True
silver-snow-15430,50,0.001,2e-06,job_static_1_MAB,0.01,0,226138164.91367695,"[15087869.67128, 9261980.525269002, 8751540.548929999, 8751540.553846, 8751540.547239, 9216266.33396, 8751540.551776, 8751540.552453, 8751540.551030999, 8751540.579295, 8751540.643948, 8751540.640804999, 8751540.577337999, 8789696.391633999, 8751540.577496, 8751540.564855, 8751540.557635998, 8751540.606027, 8751540.561857998, 8751540.562957, 8751540.563732998, 8751540.561914999, 8751540.564159999, 8751540.562865999, 8751540.561369998]",True
driven-river-15431,70,0.001,2e-06,job_static_1_MAB,0.01,0,226138167.04075697,"[15087869.665373, 9261980.642986, 8751540.667151999, 8751540.656541, 8751540.656584999, 9216266.441501, 8751540.662385, 8751540.656560998, 8751540.658421999, 8751540.657235999, 8751540.650929999, 8751540.652541999, 8751540.66301, 8789696.478487, 8751540.669182999, 8751540.662356999, 8751540.659105, 8751540.652996998, 8751540.657112999, 8751540.658948999, 8751540.655492999, 8751540.65958, 8751540.653477, 8751540.653146999, 8751540.649644999]",True
gallant-dream-15432,3,0.001,2e-07,job_static_1_MAB,0.01,0,226138166.29007995,"[15087869.668683, 9261980.644196002, 8751540.664275998, 8751540.653931, 8751540.654090999, 9216266.436167, 8751540.658772, 8751540.662136, 8751540.651808, 8751540.650765998, 8751540.652138999, 8751540.647372998, 8751540.656785998, 8789696.466308, 8751540.64294, 8751540.576312, 8751540.567029, 8751540.576055, 8751540.564056, 8751540.558587, 8751540.561138999, 8751540.556189999, 8751540.557250999, 8751540.683206, 8751540.679883]",True
ruby-dragon-15433,5,0.001,2e-07,job_static_1_MAB,0.01,0,226138164.59253,"[15087869.662249, 9261980.55046, 8751540.553965999, 8751540.557461, 8751540.557896, 9216266.336742, 8751540.555418, 8751540.551819999, 8751540.555025999, 8751540.555657, 8751540.554142999, 8751540.557101, 8751540.556684999, 8789696.373065, 8751540.556156999, 8751540.554107, 8751540.55537, 8751540.555688, 8751540.556687, 8751540.558871, 8751540.556572, 8751540.555932999, 8751540.554246, 8751540.556072999, 8751540.555137]",True
gallant-rain-15434,8,0.001,2e-07,job_static_1_MAB,0.01,0,226138164.556998,"[15087869.674087, 9261980.563539002, 8751540.558042, 8751540.556770999, 8751540.555046, 9216266.334338, 8751540.551845, 8751540.55493, 8751540.554336999, 8751540.553801998, 8751540.554596, 8751540.557033999, 8751540.553671999, 8789696.372751, 8751540.5539, 8751540.554258998, 8751540.550890999, 8751540.551532999, 8751540.550733, 8751540.547643999, 8751540.551337998, 8751540.547752999, 8751540.550035, 8751540.552429998, 8751540.551692]",True
helpful-river-15435,10,0.001,2e-07,job_static_1_MAB,0.01,0,226138164.55203497,"[15087869.663205, 9261980.537950002, 8751540.551137999, 8751540.551435, 8751540.554931, 9216266.342481, 8751540.554166999, 8751540.55874, 8751540.552074999, 8751540.550129, 8751540.549920999, 8751540.553542, 8751540.55317, 8789696.372441, 8751540.550592, 8751540.550815, 8751540.555557, 8751540.553134, 8751540.55607, 8751540.559266, 8751540.556749, 8751540.551794, 8751540.559508, 8751540.557101, 8751540.556124]",True
smart-snow-15436,15,0.001,2e-07,job_static_1_MAB,0.01,0,226138167.32961,"[15087869.667374, 9261980.662742002, 8751540.677134, 8751540.670696, 8751540.671255, 9216266.456594, 8751540.697998999, 8751540.698815, 8751540.663927, 8751540.671875, 8751540.665915, 8751540.667042999, 8751540.663943999, 8789696.480729999, 8751540.660465999, 8751540.664957998, 8751540.667991, 8751540.672747, 8751540.664516, 8751540.661153, 8751540.668317, 8751540.661756, 8751540.666991, 8751540.663052998, 8751540.661618998]",True
