name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list
icy-waterfall-4306,25,0.5,0.002,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142850.307108,"[79563047.58255099, 78622747.10488999, 60164280.55219901, 14941032.229990996, 111497276.527639, 21178785.183234, 45619090.163933, 82955637.79774396, 181452093.891341, 36137582.124332, 44410401.75417899, 130540542.99779302, 11861568.931179, 17566004.998894, 54494229.86859099, 79786279.317718, 20544525.237897996, 121200220.425898, 15019925.670517, 13587577.946587002]"
frosty-bird-4305,70,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1124773929.41572,"[68346537.283425, 27099396.254920997, 35748230.937032, 1704313.306469, 27278093.063296, 24032348.723878, 8275348.074176, 30592632.913442, 10056707.506911, 47152373.753595, 63083511.003047, 3504422.543634, 12878855.120926, 11714904.200378, 19476148.900613, 15386150.183799, 17859603.754431, 14984190.154148, 36592178.164502, 30137760.465625003, 3744810.953528001, 1493578.234112, 1000551.420316, 1139143.942711, 1863598.887329, 1325880.241799, 918345.820918, 980559.781174, 1262133.66719, 1101718.769994, 1238201.830659, 1129881.53672, 2186644.90165, 1206526.4109339998, 962473.970509, 1126282.119742, 1133186.289977, 1199797.510569, 1035183.681183, 887852.0216239999, 4457847.270374999, 4294763.760221, 4779433.323855, 4384479.450743999, 4465835.721794, 4501158.342104, 4314240.931946999, 4370472.526471, 4624422.988144999, 4420057.613316, 4462246.517418999, 4473754.207175999, 4380274.347573999, 4413499.375627, 4384855.134632, 4383295.737595, 4339906.144416001, 4389412.719651001, 4464649.997080999, 4373709.586727, 9742442.47592, 50099520.33881, 17754859.517428, 48785525.709185, 11919648.029057, 15137251.70899, 25920512.368517, 24573331.389374997, 45192079.448952, 45853002.898452, 5392462.588859001, 12863065.548737, 4968782.348323001, 7760336.848449, 49562167.999355, 60824048.018391, 15565639.137982998, 26706656.267566, 12317111.388231, 12317111.387384]"
avid-grass-4304,15,0.5,0.002,tpcds_random_10_MAB_rep20_round20,0.8,0,1217343760.719551,"[79563047.58279398, 78622747.09740299, 60164280.55570801, 14941032.229023997, 111497276.53002, 21178785.18385, 45619090.16325, 82955637.79737397, 181452093.893905, 36137582.125022, 44410401.75338999, 130540542.998141, 11861568.931826, 17566004.999077998, 54494229.86718299, 79786279.31913601, 20544525.23413499, 120392415.799036, 13110580.681898, 12505637.977378]"
blooming-leaf-4303,50,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1124773929.4746373,"[68346537.274075, 27099396.249397997, 35748230.940083, 1704313.309289, 27278093.067224, 24032348.726772, 8275348.082984, 30592632.914414, 10056707.505724002, 47152373.755475, 63083511.003654, 3504422.54389, 12878855.119557, 11714904.19903, 19476148.899236, 15386150.182305, 17859603.752029, 14984190.151465, 36592178.177632, 30137760.48265, 3744810.954484, 1493578.250934, 1000551.422035, 1139143.944606, 1863598.887883, 1325880.242355, 918345.821962, 980559.781427, 1262133.6685189998, 1101718.772507, 1238201.832954, 1129881.538076, 2186644.901751, 1206526.411721, 962473.971564, 1126282.120531, 1133186.293045, 1199797.511406, 1035183.681894, 887852.02146, 4457847.270442, 4294763.763889, 4779433.326603, 4384479.452212999, 4465835.721728999, 4501158.342676, 4314240.937802999, 4370472.527779, 4624422.987732, 4420057.607526001, 4462246.517232999, 4473754.206375999, 4380274.346767999, 4413499.373299, 4384855.133172, 4383295.735674, 4339906.143411, 4389412.718479, 4464649.998052999, 4373709.5872019995, 9742442.476851, 50099520.33815, 17754859.517286, 48785525.707392, 11919648.029116, 15137251.709764, 25920512.36831, 24573331.38861, 45192079.448748, 45853002.897786, 5392462.587072001, 12863065.547382, 4968782.348185001, 7760336.848449, 49562167.997171, 60824048.017772995, 15565639.137649998, 26706656.267718, 12317111.387031, 12317111.388134]"
classic-grass-4302,10,0.5,0.002,tpcds_random_10_MAB_rep20_round20,0.8,0,1218499433.689331,"[79563047.58466598, 78622747.09438999, 60164280.554738015, 14941032.229284996, 111497276.52885202, 21178785.181235004, 45619090.163322, 82955637.79713097, 181452093.893406, 36137582.124562, 44410401.753038995, 130540542.997737, 11861568.932763, 17566004.995019, 53561320.98172899, 78086917.781349, 22174094.169394996, 120391943.557726, 14541218.552123, 13233846.816863997]"
driven-deluge-4301,25,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1124773929.4500315,"[68346537.270546, 27099396.245667, 35748230.939725, 1704313.32086, 27278093.076337, 24032348.726329, 8275348.079723, 30592632.907895003, 10056707.503632002, 47152373.753209, 63083511.00301299, 3504422.542834, 12878855.118864, 11714904.19909, 19476148.899134, 15386150.182046, 17859603.751298, 14984190.151126, 36592178.161865, 30137760.462119, 3744810.950319001, 1493578.23344, 1000551.42067, 1139143.9436859998, 1863598.887681, 1325880.240864, 918345.820278, 980559.779968, 1262133.667121, 1101718.770122, 1238201.830465, 1129881.536563, 2186644.900658, 1206526.4117029998, 962473.974445, 1126282.123059, 1133186.295146, 1199797.512908, 1035183.682761, 887852.02227, 4457847.272979, 4294763.764497, 4779433.325932, 4384479.453341999, 4465835.723191, 4501158.342666999, 4314240.931991999, 4370472.529041, 4624422.9890209995, 4420057.608383, 4462246.518503999, 4473754.208929999, 4380274.347677, 4413499.375038, 4384855.136019, 4383295.738409, 4339906.145091, 4389412.719913, 4464649.998691999, 4373709.589846999, 9742442.478243, 50099520.339382, 17754859.518159002, 48785525.709099, 11919648.029555, 15137251.709969, 25920512.369837, 24573331.390137, 45192079.449076, 45853002.899135, 5392462.587937001, 12863065.548614, 4968782.349719001, 7760336.848944001, 49562167.998576, 60824048.018162, 15565639.138682997, 26706656.268872, 12317111.389373, 12317111.389955]"
whole-blaze-4300,8,0.5,0.002,tpcds_random_10_MAB_rep20_round20,0.8,0,1216031758.572156,"[79563047.57978798, 78622747.09756799, 60164280.55947901, 14941032.236410996, 111497276.533516, 21178785.188044004, 45619090.167492, 82955637.80009297, 181452093.893054, 36137582.126303, 44410401.75592899, 130540542.99548802, 10415183.163445998, 17016163.304515, 53108457.74309999, 78075451.241806, 22170057.900973, 120388852.83093598, 14541218.556134, 13233855.898080995]"
cerulean-sponge-4299,15,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1124773929.360578,"[68346537.27106601, 27099396.245461997, 35748230.937395, 1704313.306809, 27278093.063985, 24032348.722608, 8275348.074476, 30592632.912013, 10056707.504275002, 47152373.754076, 63083511.00377599, 3504422.54363, 12878855.119889, 11714904.199713, 19476148.899921, 15386150.182672, 17859603.752532, 14984190.152252002, 36592178.16223401, 30137760.462438, 3744810.950915, 1493578.2341039998, 1000551.421087, 1139143.9431959998, 1863598.881268, 1325880.240196, 918345.821317, 980559.781562, 1262133.667178, 1101718.769816, 1238201.830539, 1129881.535662, 2186644.9006109997, 1206526.4116679998, 962473.970965, 1126282.1206200002, 1133186.289612, 1199797.510023, 1035183.679581, 887852.019678, 4457847.270656, 4294763.761435, 4779433.324543, 4384479.450988999, 4465835.720385999, 4501158.340659999, 4314240.930872, 4370472.526918, 4624423.001556999, 4420057.613434, 4462246.520687999, 4473754.206693999, 4380274.346995, 4413499.373959, 4384855.134772999, 4383295.737452, 4339906.1439580005, 4389412.719296, 4464649.997433999, 4373709.587929999, 9742442.475678, 50099520.338178, 17754859.517178, 48785525.707441, 11919648.027193, 15137251.707613, 25920512.366665, 24573331.386834, 45192079.44741099, 45853002.897207, 5392462.5868150005, 12863065.546935, 4968782.346810001, 7760336.846904, 49562167.996791, 60824048.018062, 15565639.138311, 26706656.269733, 12317111.388841, 12317111.388529]"
rich-energy-4298,5,0.5,0.002,tpcds_random_10_MAB_rep20_round20,0.8,0,1216952297.4997532,"[79563047.59571299, 78622747.11360699, 60164280.55744701, 14941032.235052995, 111497276.531263, 21178785.184913, 45619090.164243, 82955637.79901296, 181452093.89193505, 36137582.11975, 48344609.078362994, 129682969.18821402, 11103126.580939, 17465200.331694, 53557696.91008599, 78750994.61163199, 20079945.987917993, 120389325.069585, 13559617.712932, 11887238.835453]"
light-wildflower-4297,10,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1126935340.0722651,"[68346537.278152, 27099396.253887996, 35748230.954171, 1704313.323663, 27278093.079296, 24032348.745381, 8275348.097426, 30592632.920755003, 10056707.520896, 47152373.77016, 63083511.019572996, 3504422.559142, 12878855.136238, 11714904.215861, 19476148.915494, 15386150.19815, 17859603.759608, 16368324.730464, 36592178.17823601, 30208323.388182003, 3744810.969036, 1493578.277302, 1000551.434983, 1139143.961618, 1105343.001949, 1317394.3190709995, 912393.823433, 1754902.8360139998, 1252728.8948819998, 1093232.845319, 1246687.784578, 1120171.2452580002, 1108944.295166, 1215744.4217859998, 952618.601706, 1126282.143159, 1123198.774892, 1191311.585387, 1025134.965335, 897961.1548370001, 4457847.290699, 4294763.808298, 4779433.336835, 4384479.455536999, 4468614.64994, 4592531.409808001, 4339791.109583, 4831656.499674, 4409033.263578, 4419973.526558001, 4396921.328122, 4404755.903721, 4376517.2256000005, 4939856.007673999, 4911318.202637999, 4909649.710534, 4401321.0504749995, 4464782.850344, 4439969.610509, 4435253.561171999, 9744655.459931, 50099520.370403, 17754859.529811, 48785525.720494, 11919648.040684, 15137251.720485, 25920512.379633, 24573331.398983996, 45192079.455284, 45853002.897002, 5392462.587615001, 12863065.547228, 4968782.347866001, 7598899.199029, 49562168.007793, 60824048.017248, 15565639.137418998, 26706656.272677, 12317111.400825, 12317111.400108]"
silvery-sound-4296,3,0.5,0.002,tpcds_random_10_MAB_rep20_round20,0.8,0,1215391258.5657969,"[79563047.58223899, 78622747.09546699, 60164280.55679401, 14941032.231501997, 111497276.527915, 21178785.184356004, 45619090.1643, 82955637.79380196, 180249961.48468003, 35254664.116849, 48344537.07916099, 129763415.199842, 10684284.722978998, 17465200.334136996, 53493210.452508986, 78075451.243654, 20079591.835489996, 122154183.173067, 13399835.917075004, 11885025.869979]"
true-universe-4295,8,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1126935339.931904,"[68346537.254177, 27099396.292024, 35748230.955956995, 1704313.329139, 27278093.085722, 24032348.748393, 8275348.100259, 30592632.931381, 10056707.52575, 47152373.777497, 63083511.023752, 3504422.56303, 12878855.13909, 11714904.219227, 19476148.920716, 15386150.203017, 17859603.765411, 16368324.735005, 36592178.185179, 30208323.394828003, 3744810.9806280006, 1493578.2975229998, 1000551.440677, 1139143.965567, 1105343.006717, 1317394.3216899997, 912393.829187, 1754902.843401, 1252728.9042619998, 1093232.855966, 1246687.791726, 1120171.2603090005, 1108944.301166, 1215744.4292449998, 952618.607225, 1126282.141148, 1123198.781318, 1191311.5926799998, 1025134.971976, 897961.165184, 4457847.292444, 4294763.772795, 4779433.3235720005, 4384479.445920999, 4468614.636860999, 4592531.396804, 4339791.097116999, 4831656.487841, 4409033.251096, 4419973.5140350005, 4396921.316739, 4404755.904923, 4376517.225748, 4939856.006975, 4911318.198368999, 4909649.698565, 4401321.037998, 4464782.837422, 4439969.599141999, 4435253.546546998, 9744655.445551, 50099520.336982, 17754859.518023, 48785525.707686, 11919648.027596, 15137251.707512, 25920512.366290003, 24573331.386488996, 45192079.446665, 45853002.897926, 5392462.588204001, 12863065.547327, 4968782.347192001, 7598899.187297001, 49562167.997133, 60824048.016780995, 15565639.137542998, 26706656.267108, 12317111.387336, 12317111.3872]"
soft-plasma-4294,70,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.4381142,"[79563047.57794799, 78622747.18507099, 60164280.661578014, 14941032.286081996, 111497276.605512, 21178785.236366004, 45619090.248489, 82955637.84476197, 181452093.98515, 36137582.174226, 44410401.789859, 130540543.039971, 11861568.980292, 17566005.076778, 54494229.91658199, 79786279.37526901, 20544525.285139993, 121200220.470827, 15019925.719283, 13587577.978929002]"
sandy-eon-4293,50,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.396623,"[79563047.58968298, 78622747.15323499, 60164280.64657901, 14941032.270715997, 111497276.573104, 21178785.238778003, 45619090.211718, 82955637.84117596, 181452093.960452, 36137582.17207, 44410401.79577199, 130540543.043628, 11861568.980990998, 17566005.049052, 54494229.91646099, 79786279.402205, 20544525.285195995, 121200220.528327, 15019925.720106002, 13587578.017374]"
blooming-pine-4292,5,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1127078401.7749827,"[68346537.272651, 27099396.247023996, 35748230.938337, 1704313.308288, 27278093.064198, 24032348.723471, 8275348.069778, 30653152.789486, 9618435.742754, 46509057.035428, 63083511.004269995, 3504422.541164, 13012419.83124, 11644762.136453, 20919838.655627, 15616846.085498, 17863672.294459, 15071319.173999, 36499521.614108, 30204885.583787, 3744810.953994, 1493578.236741, 1000551.423548, 1139143.950418, 1105342.984549, 2432886.264864, 908188.310652, 980559.783879, 1262133.669961, 1101718.771538, 1236808.2398420002, 1129881.558103, 1108944.298454, 1215744.42562, 2071477.792831, 1125349.111885, 1123561.757348, 1189740.747066, 1025134.977551, 896274.4370100001, 4457847.289119, 4360004.914988, 4779433.378613, 4319238.356857999, 4465835.739932, 4501158.347554999, 4405032.223956999, 4370472.557904, 4345405.324650001, 4420057.623833001, 4397005.429126, 4408513.113642, 4380190.269884, 4478656.412400999, 4384771.05956, 4383295.753428, 4339906.155421, 4916013.58355, 4378589.31687, 4373709.598279, 9742442.492572, 50099520.38768301, 17754859.536403, 48785525.726896, 11919648.037613, 15584510.846562998, 25922666.296756003, 24573336.187942, 45189925.560327, 45855156.816217005, 5390308.695785001, 12865219.477785, 5053389.925492, 7760336.857914001, 50009486.61789701, 60824048.043612994, 15565639.161033995, 26705078.027444, 12317111.407749, 12317111.413854]"
stellar-puddle-4291,25,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.15132,"[79563047.58182599, 78622747.167899, 60164280.66255901, 14941032.282939997, 111497276.563533, 21178785.224851005, 45619090.199764, 82955637.83127996, 181452093.933597, 36137582.167885005, 44410401.789423995, 130540543.034377, 11861568.972329, 17566005.038902998, 54494229.90631699, 79786279.358337, 20544525.285194993, 121200220.464317, 15019925.712054, 13587577.973933002]"
grateful-smoke-4290,3,0.05,0.002,tpcds_shifting_1_MAB_80,0.8,0,1134417164.3243232,"[68346537.28451, 27099396.243564, 35748230.936124, 1704313.306209, 27278093.064621, 24032348.719031, 8923138.694409, 29948988.255331, 8928003.952124, 46385436.489029, 63083486.99484299, 4849003.935037999, 12878831.122788, 11664331.622443, 19523081.681893, 15477064.901979, 17791612.472109, 14947295.183752, 36424535.73472401, 30109084.622642003, 3744810.951445, 1493578.2334019998, 1000551.416538, 1560986.6714569998, 1563407.4501379996, 1735248.690665, 1385915.6869210002, 1429877.589143, 2368320.991905, 1558493.837065, 1663754.80472, 1554783.00354, 2186644.90143, 1206526.410221, 962473.967264, 1134768.056678, 1133186.282563, 2259304.2825459996, 1025134.951279, 896345.9605850001, 4457847.26894, 5453344.562124, 5049779.687120001, 5079798.8494150005, 4465751.624298, 5658769.448621, 4313660.3380849995, 4435629.552335, 4410562.322674, 4419973.507143, 5619986.865433, 4408429.008167, 4380190.257336999, 4413415.287876, 4384771.047285, 4383295.737262, 4339906.148336001, 4389412.724854001, 4378589.295218, 4373709.579859, 9744655.446212998, 50099520.339648, 18201680.209351003, 48783371.80057, 11921801.942626, 15137251.70465, 26369486.969501004, 24571750.27871, 45189925.548297, 45853002.913416, 5392462.605485001, 12865219.472347, 4966628.429459, 8209311.452653, 49560508.628577, 60824048.033866994, 15563485.256306998, 26705078.024398997, 12317111.404131, 12317111.395066]"
silver-dew-4289,15,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1217343760.7368288,"[79563047.58233398, 78622747.125206, 60164280.55319201, 14941032.227647996, 111497276.528109, 21178785.183100004, 45619090.162565, 82955637.79775496, 181452093.892823, 36137582.123833, 44410401.75291199, 130540542.997743, 11861568.931983, 17566004.999195, 54494229.86643099, 79786279.31892301, 20544525.234243993, 120392415.799359, 13110580.682227, 12505637.977247]"
crimson-lake-4288,70,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1124773929.5098622,"[68346537.286409, 27099396.245277, 35748230.938754, 1704313.309633, 27278093.066419, 24032348.724603, 8275348.079161, 30592632.916130003, 10056707.516544, 47152373.756606, 63083511.005854, 3504422.546797, 12878855.135915, 11714904.218039, 19476148.9012, 15386150.183334, 17859603.753513, 14984190.153523002, 36592178.163845, 30137760.463965, 3744810.954459, 1493578.2487459998, 1000551.421394, 1139143.944399, 1863598.887855, 1325880.242303, 918345.821816, 980559.781228, 1262133.6688, 1101718.772072, 1238201.833133, 1129881.537817, 2186644.902049, 1206526.4117879998, 962473.972058, 1126282.1218440002, 1133186.292182, 1199797.511919, 1035183.681619, 887852.020556, 4457847.270068999, 4294763.76059, 4779433.324967, 4384479.452561999, 4465835.721619, 4501158.341282, 4314240.936674, 4370472.527385, 4624422.987752999, 4420057.607167, 4462246.521032999, 4473754.206982999, 4380274.346739, 4413499.373849, 4384855.135737, 4383295.7393310005, 4339906.144816, 4389412.7191, 4464649.999819999, 4373709.58833, 9742442.47615, 50099520.337006, 17754859.517873, 48785525.708084, 11919648.029344, 15137251.709298, 25920512.368245, 24573331.38736, 45192079.447936, 45853002.89734, 5392462.587828001, 12863065.548726, 4968782.348703001, 7760336.847782001, 49562167.997578, 60824048.017569, 15565639.137804998, 26706656.267943, 12317111.388657, 12317111.389271]"
fast-plasma-4287,10,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1218499433.6954029,"[79563047.58874498, 78622747.096841, 60164280.55394501, 14941032.229458995, 111497276.527576, 21178785.183078, 45619090.163437, 82955637.79808697, 181452093.89215705, 36137582.124306, 44410401.754232995, 130540542.998618, 11861568.931462, 17566004.993481, 53561320.983049, 78086917.781267, 22174094.167467996, 120391943.558096, 14541218.554664, 13233846.815433996]"
light-energy-4286,50,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1124773929.4195583,"[68346537.270795, 27099396.231533997, 35748230.935507, 1704313.305054, 27278093.064034, 24032348.72493, 8275348.08396, 30592632.911772, 10056707.505566, 47152373.753794, 63083511.00301699, 3504422.543341, 12878855.119292, 11714904.199111, 19476148.899733, 15386150.183981, 17859603.75267, 14984190.15201, 36592178.16203, 30137760.462373003, 3744810.950842001, 1493578.234389, 1000551.420699, 1139143.943036, 1863598.885562, 1325880.241947, 918345.824119, 980559.783825, 1262133.669501, 1101718.771776, 1238201.83256, 1129881.538836, 2186644.90312, 1206526.4139019998, 962473.972417, 1126282.121281, 1133186.291274, 1199797.510791, 1035183.680449, 887852.021612, 4457847.272233999, 4294763.763722, 4779433.324664, 4384479.450703999, 4465835.721969999, 4501158.342940999, 4314240.93294, 4370472.52787, 4624422.995208999, 4420057.608176, 4462246.517806999, 4473754.209048999, 4380274.348421999, 4413499.375601, 4384855.135795999, 4383295.738716, 4339906.145665, 4389412.720168, 4464649.998570999, 4373709.588551, 9742442.477896, 50099520.341196, 17754859.51774, 48785525.708713, 11919648.029, 15137251.709147, 25920512.367936, 24573331.388897996, 45192079.4496, 45853002.898908, 5392462.588924001, 12863065.54815, 4968782.348457, 7760336.848471001, 49562167.999328, 60824048.019076, 15565639.139172995, 26706656.2681, 12317111.388106, 12317111.387521]"
winter-lion-4285,8,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1216031758.553419,"[79563047.58235398, 78622747.09424, 60164280.554426014, 14941032.229426997, 111497276.528374, 21178785.186802004, 45619090.165535, 82955637.80026397, 181452093.895198, 36137582.128013, 44410401.75574599, 130540542.995146, 10415183.16568, 17016163.303571, 53108457.74163499, 78075451.243523, 22170057.900886, 120388852.828999, 14541218.555341998, 13233855.898258]"
amber-lion-4284,25,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1124773929.4407942,"[68346537.266312, 27099396.248472, 35748230.937008, 1704313.308169, 27278093.064155, 24032348.723315, 8275348.080894, 30592632.912325, 10056707.504640002, 47152373.754879, 63083511.00495699, 3504422.5437, 12878855.119843, 11714904.199433, 19476148.899698, 15386150.18263, 17859603.753968, 14984190.153540002, 36592178.163579, 30137760.462988, 3744810.951479001, 1493578.2364289998, 1000551.4215949998, 1139143.9441089998, 1863598.882667, 1325880.242109, 918345.822504, 980559.781335, 1262133.6690709998, 1101718.771813, 1238201.831768, 1129881.536226, 2186644.900958, 1206526.410921, 962473.971318, 1126282.122702, 1133186.291537, 1199797.510752, 1035183.680851, 887852.020644, 4457847.269801999, 4294763.762523, 4779433.325172, 4384479.451143999, 4465835.721329999, 4501158.341163999, 4314240.931217, 4370472.526882, 4624422.995873999, 4420057.608473, 4462246.521245, 4473754.207452999, 4380274.347243, 4413499.374067, 4384855.134424999, 4383295.738221, 4339906.145090001, 4389412.719999, 4464649.998008999, 4373709.5875659995, 9742442.476312, 50099520.338464, 17754859.520739, 48785525.71122, 11919648.031091, 15137251.709711, 25920512.36977, 24573331.389686, 45192079.450656995, 45853002.901072, 5392462.591195, 12863065.550928, 4968782.350193, 7760336.849782, 49562167.99988, 60824048.02020799, 15565639.139767, 26706656.269646, 12317111.389573, 12317111.388708]"
leafy-silence-4283,5,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1216952297.4930928,"[79563047.59516199, 78622747.11704999, 60164280.55803401, 14941032.232781995, 111497276.529512, 21178785.185072005, 45619090.165012, 82955637.79989997, 181452093.892812, 36137582.120981, 48344609.07877699, 129682969.18833804, 11103126.581781, 17465200.331028998, 53557696.906501986, 78750994.60925299, 20079945.985478994, 120389325.068913, 13559617.712288, 11887238.834416]"
graceful-bird-4282,15,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1124773929.3971188,"[68346537.269218, 27099396.245750997, 35748230.937047996, 1704313.307293, 27278093.06429, 24032348.72317, 8275348.07806, 30592632.911411, 10056707.507266002, 47152373.753741, 63083511.00366499, 3504422.543028, 12878855.119617, 11714904.200327, 19476148.901398, 15386150.183385, 17859603.753138002, 14984190.152755002, 36592178.162826, 30137760.462965, 3744810.953424, 1493578.2337359998, 1000551.420821, 1139143.943457, 1863598.8863719995, 1325880.2425189998, 918345.821454, 980559.782161, 1262133.667697, 1101718.771007, 1238201.830523, 1129881.536486, 2186644.902611, 1206526.412576, 962473.971147, 1126282.1202550002, 1133186.29144, 1199797.510569, 1035183.680867, 887852.0215629999, 4457847.271064, 4294763.751097, 4779433.323799, 4384479.450165999, 4465835.720229999, 4501158.340527, 4314240.931462999, 4370472.531507, 4624422.998570999, 4420057.626717, 4462246.516360999, 4473754.206242999, 4380274.346372, 4413499.373835, 4384855.134099999, 4383295.7371000005, 4339906.143847001, 4389412.719544, 4464649.996521999, 4373709.586076, 9742442.485366, 50099520.338, 17754859.517165, 48785525.707861, 11919648.027784, 15137251.70751, 25920512.36703, 24573331.386904, 45192079.447634995, 45853002.897413, 5392462.587103001, 12863065.548811, 4968782.348232, 7760336.849451001, 49562167.997753, 60824048.018525, 15565639.138094995, 26706656.267261, 12317111.386534, 12317111.386508]"
polar-eon-4281,3,0.5,0.02,tpcds_random_10_MAB_rep20_round20,0.8,0,1215391258.577396,"[79563047.58375898, 78622747.10541199, 60164280.55501801, 14941032.231941996, 111497276.553341, 21178785.184932005, 45619090.163577, 82955637.79353596, 180249961.48348203, 35254664.115199, 48344537.07663299, 129763415.198254, 10684284.722456, 17465200.332344998, 53493210.45035299, 78075451.24199, 20079591.834532995, 122154183.169812, 13399835.913474, 11885025.867348]"
stoic-shadow-4280,10,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1126935340.1871953,"[68346537.254081, 27099396.311146, 35748230.957915, 1704313.328964, 27278093.088879, 24032348.747105, 8275348.093476, 30592632.931635, 10056707.524427, 47152373.775389, 63083511.023408, 3504422.616831, 12878855.1416, 11714904.219405, 19476148.921176, 15386150.206886, 17859603.768177003, 16368324.735386, 36592178.184697, 30208323.393604003, 3744810.977573, 1493578.306163, 1000551.4407809998, 1139143.970095, 1105343.008783, 1317394.3205009997, 912393.828712, 1754902.840462, 1252728.9111089995, 1093232.839278, 1246687.771951, 1120171.2350510005, 1108944.303085, 1215744.4221509998, 952618.602554, 1126282.1352950002, 1123198.775962, 1191311.5850569997, 1025134.964994, 897961.155431, 4457847.285484999, 4294763.759459, 4779433.324933, 4384479.446257999, 4468614.643429, 4592531.411228, 4339791.10994, 4831656.499735001, 4409033.263332, 4419973.5264840005, 4396921.329372, 4404755.917926, 4376517.234982, 4939856.0074539995, 4911318.198829999, 4909649.69874, 4401321.038418, 4464782.838544001, 4439969.598691, 4435253.5587289985, 9744655.445509998, 50099520.332859, 17754859.51752, 48785525.708903, 11919648.028735, 15137251.712883, 25920512.378208, 24573331.387245, 45192079.451386996, 45853002.910036, 5392462.599772001, 12863065.55998, 4968782.360666, 7598899.210052, 49562168.011022, 60824048.030054994, 15565639.150088998, 26706656.279917, 12317111.400874, 12317111.400338]"
hopeful-glitter-4279,70,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.175162,"[79563047.56676199, 78622747.13028899, 60164280.61727801, 14941032.263639996, 111497276.566191, 21178785.229067, 45619090.228296, 82955637.84374097, 181452093.989612, 36137582.170547, 44410401.789744, 130540543.03718302, 11861568.973474, 17566005.048736, 54494229.90816799, 79786279.37680301, 20544525.280423995, 121200220.4657, 15019925.712921, 13587577.976586005]"
smooth-snowball-4278,50,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.267522,"[79563047.61161399, 78622747.15662, 60164280.62806501, 14941032.270357996, 111497276.570568, 21178785.230999004, 45619090.204213, 82955637.83493496, 181452093.95596, 36137582.170811005, 44410401.791994, 130540543.042091, 11861568.979501, 17566005.046258, 54494229.92492999, 79786279.367006, 20544525.290655993, 121200220.490504, 15019925.721020002, 13587577.979419002]"
elated-field-4277,8,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1126935340.0772212,"[68346537.263003, 27099396.243622, 35748230.937422, 1704313.308363, 27278093.064018, 24032348.723235, 8275348.076765, 30592632.914454, 10056707.50468, 47152373.755305, 63083511.00430799, 3504422.542709, 12878855.119508, 11714904.199973, 19476148.89901, 15386150.183045, 17859603.74917, 16368324.714584, 36592178.162805006, 30208323.375139, 3744810.955761001, 1493578.239566, 1000551.423387, 1139143.956175, 1105343.003728, 1317394.3200729997, 912393.827638, 1754902.8274529998, 1252728.882136, 1093232.832847, 1246687.78517, 1120171.2519640003, 1108944.303951, 1215744.4254909998, 952618.608897, 1126282.1398820002, 1123198.820656, 1191311.5911509998, 1025134.97202, 897961.1593480001, 4457847.343207, 4294763.813562, 4779433.342464, 4384479.458533999, 4468614.658559999, 4592531.414516, 4339791.11458, 4831656.505794, 4409033.267314, 4419973.531997001, 4396921.338866, 4404755.929207, 4376517.240873001, 4939856.0266849995, 4911318.215136999, 4909649.721048, 4401321.057397, 4464782.8552250005, 4439969.6141679995, 4435253.566620999, 9744655.4689, 50099520.398939, 17754859.538004, 48785525.725345, 11919648.065214, 15137251.727011, 25920512.387623, 24573331.405741, 45192079.46769299, 45853002.916396, 5392462.606582001, 12863065.550319, 4968782.348672001, 7598899.187886001, 49562167.998005, 60824048.018291995, 15565639.138208998, 26706656.268671, 12317111.388084, 12317111.387468]"
smart-hill-4276,25,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.616683,"[79563047.59386398, 78622747.275723, 60164280.66792801, 14941032.276345996, 111497276.635724, 21178785.234925, 45619090.242045, 82955637.84224297, 181452093.936829, 36137582.171776, 44410401.795353994, 130540543.043927, 11861568.978269, 17566005.110492, 54494229.91554099, 79786279.36543101, 20544525.283640996, 121200220.519561, 15019925.721753, 13587578.005311005]"
