name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list
blooming-smoke-1379,50,0.1,2e-07,tpch_static_1_MAB,0.1,0,98827930.200519,"[4388976.032637, 3943444.281335, 4087214.793817001, 3943444.103076, 3937149.542734, 3937113.552650001, 3937212.332866001, 3850583.782834, 3937113.303048001, 3838766.943604001, 3937212.274104001, 3937212.2732160008, 3838766.9428980006, 3991924.8927890006, 4087214.792773, 3943444.103724, 3937212.274171001, 3937212.333522, 3937212.333293, 3793437.643548, 3937212.333598001, 3937212.33373, 3937212.333399, 3937212.333467, 3937212.333686]"
feasible-spaceship-1378,70,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1221142850.362151,"[79563047.56610098, 78622747.096602, 60164280.54939901, 14941032.228493996, 111497276.528988, 21178785.185347, 45619090.164522, 82955637.79930897, 181452093.893296, 36137582.126088, 44410401.767570995, 130540543.001834, 11861568.933808, 17566005.000917, 54494229.86930099, 79786279.332401, 20544525.239830993, 121200220.438461, 15019925.683632, 13587577.956249002]"
desert-hill-1377,70,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1128228364.806711,"[68346537.293026, 27099396.254220996, 35748230.944455996, 1704313.308511, 27278093.066128, 24032348.724109, 8275348.073574, 30592632.921094, 9618435.748209, 47152373.754798, 63780294.21516399, 4201205.754198, 13658876.05838, 12820332.235390002, 20272045.60592, 15616846.084673, 17997480.654462002, 15199189.123128, 36525095.51121101, 30159456.70138, 3744810.952193, 1493578.2352319998, 1000551.422186, 1139143.948712, 1105342.989225, 1317394.3021749998, 912393.820201, 980559.782014, 1262133.667501, 1888298.953136, 1236808.2222270002, 1121395.601916, 1117430.222235, 1215744.412441, 962473.97173, 1134363.08129, 1124700.348393, 1181246.791248, 1016641.011024, 887852.0204309999, 4457847.268154, 4294763.757918, 4779433.32491, 4384479.451821999, 4465835.721888999, 4501158.341653, 4314240.931798, 4370472.541924, 4344666.962150999, 4420057.604417, 4397005.404455001, 4473754.196442999, 4906691.798398999, 4413415.287667, 4450012.157450999, 4448536.843018, 4405147.251523, 4389412.7213510005, 4374915.184973, 4370016.513179, 9744655.453711, 50099520.370117, 17754859.529514, 48785525.720477, 11919648.040579, 15137251.720595, 25920512.379276004, 24573331.399775, 45192079.45933899, 45853002.913026, 5392462.599558, 12863065.559133, 5055543.829265, 7760336.858882001, 49562168.009822, 60824048.030383, 15565639.150120998, 26705078.020189, 12317111.400159, 12319265.310153]"
wandering-wind-1376,25,0.1,2e-07,tpch_static_1_MAB,0.1,0,98827930.391135,"[4388976.026932, 3943444.301291, 4087214.806849, 3943444.113042, 3937149.552409, 3937113.562021001, 3937212.342361, 3850583.791917, 3937113.312060001, 3838766.9520490007, 3937212.2825500006, 3937212.2742520007, 3838766.9441320007, 3991924.894082001, 4087214.793671, 3943444.104725, 3937212.274689001, 3937212.334604, 3937212.342479, 3793437.652634, 3937212.346359, 3937212.346494, 3937212.346512, 3937212.346442001, 3937212.346579]"
vital-feather-1375,50,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1221142850.3650632,"[79563047.58012798, 78622747.09637499, 60164280.54894601, 14941032.228141995, 111497276.528613, 21178785.183491003, 45619090.163459, 82955637.79801597, 181452093.892508, 36137582.124371, 44410401.76593299, 130540543.00152302, 11861568.934146, 17566005.000709, 54494229.86996699, 79786279.334618, 20544525.240536995, 121200220.43625, 15019925.681398, 13587577.955933005]"
mild-cosmos-1374,50,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1128228365.0232933,"[68346537.244288, 27099396.256955, 35748230.947399996, 1704313.307191, 27278093.06543, 24032348.748773, 8275348.092859, 30592632.932724003, 9618435.761835, 47152373.772214, 63780294.23407299, 4201205.775526, 13658876.078045, 12820332.257834, 20272045.628231, 15616846.106349, 17997480.675343003, 15199189.144192, 36525095.531404, 30159456.72173, 3744810.975388, 1493578.29744, 1000551.4405669998, 1139143.966822, 1105343.012506, 1317394.3141419997, 912393.818054, 980559.782663, 1262133.667826, 1888298.953405, 1236808.2208310002, 1121395.601749, 1117430.2215729998, 1215744.412073, 962473.972608, 1134363.092025, 1124700.348858, 1181246.792062, 1016641.012235, 887852.029753, 4457847.290669, 4294763.764578, 4779433.325412, 4384479.451953999, 4465835.722441999, 4501158.342482, 4314240.932628999, 4370472.532483, 4344666.962509, 4420057.605722, 4397005.406838, 4473754.198338999, 4906691.800389999, 4413415.289239, 4450012.159725999, 4448536.839833, 4405147.253037, 4389412.723699001, 4374915.182991, 4370016.502791, 9744655.441628998, 50099520.339675, 17754859.518002, 48785525.709385, 11919648.028874, 15137251.708966, 25920512.368414003, 24573331.388323, 45192079.448298, 45853002.898359, 5392462.588294, 12863065.548315, 5055543.830591001, 7760336.848582, 49562167.998222, 60824048.01845, 15565639.139567995, 26705078.011196997, 12317111.388873, 12319265.298537]"
true-wildflower-1373,15,0.1,2e-07,tpch_static_1_MAB,0.1,0,98827930.50521302,"[4388976.035638001, 3943444.352316, 4087214.79554, 3943444.108116, 3937149.554041, 3937113.561852001, 3937212.342457, 3850583.792267, 3937113.312953001, 3838766.954029001, 3937212.285176001, 3937212.2829690007, 3838766.952379001, 3991924.902777001, 4087214.802894, 3943444.11392, 3937212.2853860008, 3937212.343922, 3937212.343513, 3793437.65399, 3937212.343291001, 3937212.355037001, 3937212.344107, 3937212.343227, 3937212.343416]"
polished-microwave-1372,25,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1221142850.416228,"[79563047.57192598, 78622747.11591, 60164280.54741901, 14941032.238107996, 111497276.533387, 21178785.183560003, 45619090.163592, 82955637.79784997, 181452093.89355305, 36137582.128853, 44410401.771299, 130540543.00501302, 11861568.934609, 17566005.0022, 54494229.87115699, 79786279.336611, 20544525.240327995, 121200220.436207, 15019925.686412, 13587577.958234005]"
royal-pond-1371,10,0.1,2e-07,tpch_static_1_MAB,0.1,0,98578174.93980302,"[4388976.026184, 3943444.330771, 4087214.805283, 3943444.115122, 3937149.55489, 3937113.564640001, 3937212.343438, 3850583.7933880007, 3937113.313162001, 3838766.952652001, 3937212.282596001, 3937212.282098001, 3943444.114942, 3937236.4037910006, 3937236.402772001, 3793461.712788, 3937236.402529001, 3937236.4028310007, 3937236.406601001, 3937236.4048990007, 3937236.403399001, 3937236.407160001, 3937236.397144001, 3937236.402880001, 3793461.7138430006]"
worldly-aardvark-1370,25,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1128228365.3771443,"[68346537.28513901, 27099396.264542997, 35748230.942260996, 1704313.307084, 27278093.083147, 24032348.724558, 8275348.073332, 30592632.913634, 9618435.743853, 47152373.755335, 63780294.214412995, 4201205.753652, 13658876.059616, 12820332.235527, 20272045.604508, 15616846.083912, 17997480.65319, 15199189.120375, 36525095.510557, 30159456.699737, 3744810.953239, 1493578.2497329998, 1000551.423041, 1139143.950338, 1105342.989288, 1317394.303373, 912393.818743, 980559.782876, 1262133.678845, 1888298.968568, 1236808.237929, 1121395.6165830002, 1117430.23489, 1215744.426675, 962473.987657, 1134363.098394, 1124700.365251, 1181246.809233, 1016641.028115, 887852.052215, 4457847.302219, 4294763.808685, 4779433.338964, 4384479.464714999, 4465835.734854, 4501158.354571, 4314240.945106999, 4370472.544847, 4344666.975726999, 4420057.6165000005, 4397005.422668, 4473754.209600999, 4906691.8172229985, 4413415.301987, 4450012.172193999, 4448536.854098, 4405147.2679779995, 4389412.739493, 4374915.197705, 4370016.514946, 9744655.465742998, 50099520.382829, 17754859.531423, 48785525.721357, 11919648.041444, 15137251.721125, 25920512.380276, 24573331.400880996, 45192079.460139, 45853002.910263, 5392462.601099, 12863065.561342, 5055543.830811, 7760336.859995, 49562168.01023, 60824048.03026499, 15565639.149926998, 26705078.020011, 12317111.400322, 12319265.310222]"
iconic-feather-1369,15,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1219045919.093005,"[79563047.59622498, 78622747.10424799, 60164280.55113401, 14941032.227942996, 111497276.527915, 21178785.183645003, 45619090.163335, 82955637.79848596, 181452093.89198, 36137582.124101005, 44410401.76575399, 130540543.004157, 11861568.932519998, 17566004.997081, 54494229.86630999, 79786279.330648, 20544525.23812399, 121200220.431327, 13559617.716189, 12950954.641883]"
decent-energy-1368,8,0.1,2e-07,tpch_static_1_MAB,0.1,0,98578199.015938,"[4388976.034771, 3943444.293328, 4087214.803117, 3943444.11282, 3937149.55223, 3937113.562089001, 3937212.342473, 3850583.7921210006, 3937113.316254001, 3838766.9523360007, 3937212.282590001, 3943444.113139, 3937236.4031950007, 3937236.402475001, 3793461.712482, 3937236.4024570007, 3937236.4023850006, 3937236.408204001, 3937236.402530001, 3937236.4024360008, 3937236.4024650007, 3937236.402522001, 3937236.402504001, 3793461.712477, 3937236.4025380006]"
honest-forest-1367,15,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1128189095.9763863,"[68346537.292997, 27099396.299478997, 35748230.965761, 1704313.324986, 27278093.078339, 24032348.737815, 8275348.088153, 30592632.928586, 9618435.759895, 47152373.772225, 63780294.22871199, 4201205.769278, 13658876.07038, 12820332.251219, 20272045.619921, 15616846.099481, 17997480.669030003, 15199189.135867, 36525095.52789601, 30159456.715038, 3744810.967916, 1493578.278483, 1000551.434322, 1139143.961254, 1105343.00051, 1317394.314258, 912393.822575, 1754902.8355859998, 1252728.8942619998, 1093232.844571, 1246687.78532, 1120171.2442770002, 1108944.294919, 1215744.421594, 952618.601322, 1126282.134097, 1123198.774018, 1191311.5842979995, 1025134.964286, 897961.1538300001, 4457847.284913, 4294763.793571, 4779433.3366910005, 4384479.463199999, 4465835.733081999, 4501158.352713, 4314240.942879999, 4370472.534566, 4624422.999917, 4420057.619062, 4462246.528956, 4473754.223813999, 4380274.358922, 4413499.386171999, 4384855.145954, 4383295.749321001, 4339906.158699, 4389412.735925, 4443830.415633999, 4373709.598551, 9744655.456339998, 50099520.370608, 17754859.529531002, 48785525.720574, 11919648.031774, 15584510.840049, 25922666.289566003, 24573336.179201, 45189925.548868, 45855156.810295, 5390308.688859001, 12865219.466084, 5053389.919422, 7598899.198986, 49562168.00915, 60826201.93902, 15563485.239295997, 26705078.019603, 12319265.309801, 12317111.40006]"
fresh-wave-1366,10,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1220032673.8562012,"[79563047.59616798, 78622747.11482899, 60164280.577997014, 14941032.229152996, 111497276.529588, 21178785.185653005, 45619090.16513, 82955637.80167797, 181452093.896214, 36137582.128317006, 44410401.767068, 130540543.001301, 11861568.931037, 17566004.999229, 54494229.86375899, 78039010.52254601, 22174094.167508997, 120336761.519309, 14541714.283753997, 13936771.575961998]"
neat-firebrand-1365,5,0.1,2e-07,tpch_static_1_MAB,0.1,0,97217368.372676,"[4388976.018352, 3943444.29871, 4087214.802725, 3943444.112686, 3937149.551922001, 3937113.561820001, 3937212.342049, 3850583.791770001, 3937113.311542001, 3943444.113436, 3940357.463011, 3796590.792144001, 3940365.482077, 3940365.482045, 3790363.021974, 3790363.022111, 3790363.022171, 3790363.022185, 3790363.022172, 3790363.022269, 3790363.022615, 3790363.023138, 3790363.023444, 3790363.023166, 3790363.023142]"
rare-resonance-1364,10,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1131553596.0369618,"[68346537.332331, 27099396.387395997, 35748230.962677, 1704313.327002, 27278093.097874, 24032348.796112, 8275348.092135, 30592632.931371, 9618435.761865, 47152373.771854, 63780294.233729, 4201205.764546, 14049522.774588, 12423034.244321, 19600976.065489, 15616846.107816, 17863672.30925, 15180695.190136, 36491642.399662, 30281480.484349, 3744810.9748220006, 1493578.295485, 1000551.48222, 1139143.9706809998, 1105343.012503, 1317394.3140209997, 2089428.5709, 980559.800301, 1252728.902168, 1090985.305759, 1246768.1868820002, 1130002.1577100002, 1107883.115296, 1206610.8449109998, 952582.664412, 1125365.20429, 1123839.144729, 1189837.345185, 1025259.704987, 896482.774612, 4457847.285453, 5453344.595207, 5049779.696454001, 5081301.48031, 4465751.640362, 4435833.147543, 5536955.259195999, 4370388.4595490005, 4345321.229453, 4419973.523048, 4396921.331439001, 4408429.0188, 4380190.266756999, 4413415.296848, 4384771.057086, 4383295.746439001, 4339906.148456001, 4915929.49001, 4443830.419589999, 4373709.596506, 9742442.490809, 50099520.369666, 18201680.223283, 48783371.800392, 11921801.947645, 15137251.716321, 25920512.366904, 24573331.37859, 45192079.451427, 45853002.894501, 5392462.582799001, 13312040.160395, 4966628.450177001, 7556374.589326, 49561672.267754, 60823465.759589, 15565143.420422, 26704270.370524, 12316529.131301, 12316884.170254]"
jumping-wildflower-1363,8,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1218499434.820584,"[79563047.58626899, 78622747.13455999, 60164280.63245201, 14941032.271316996, 111497276.65595, 21178785.225499004, 45619090.206171, 82955637.83748497, 181452093.937913, 36137582.171779, 44410401.859763995, 130540543.04700102, 11861569.028184, 17566005.044416, 53561321.0426, 78086917.831393, 22174094.223849, 120391943.60492, 14541218.627938, 13233846.851123996]"
copper-flower-1362,3,0.1,2e-07,tpch_static_1_MAB,0.1,0,97070618.058593,"[4388976.013477, 3943444.292049, 4087214.803735, 3943444.113389, 3937149.55475, 3937113.563091001, 3937212.342323, 3850583.7920960006, 3943444.11304, 3940357.463019, 3796590.785047, 3940365.481246, 3940365.483924, 3790363.021164, 3790363.014263, 3790363.014395, 3790363.01477, 3790363.022373, 3790363.022323, 3790363.024308, 3790363.023456, 3790363.024171, 3790363.023513, 3790363.023229, 3790363.029442]"
solar-night-1361,70,0.1,2e-06,tpch_static_1_MAB,0.1,0,98623215.91587403,"[4388976.029268, 3943444.675891, 4087214.807614, 3943444.120886, 3937149.557632, 3937113.566318001, 3937212.359597, 3850583.793891001, 3937113.315518001, 3838766.962874, 3937212.291992001, 3937212.283415001, 3838766.9577620006, 3943444.11413, 3937212.287019001, 3937212.349037, 3937212.343775, 3793437.662155, 3937212.348514, 3937212.344615, 3937212.346907001, 3937212.353519, 3937212.343994001, 3937212.345654001, 3937212.353897]"
fresh-monkey-1360,5,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1216031760.1590528,"[79563047.59467898, 78622747.30039199, 60164280.69811301, 14941032.272633996, 111497276.577407, 21178785.238085, 45619090.217111, 82955637.84123197, 181452093.941486, 36137582.179045, 44410401.819198, 130540543.05335002, 10415183.271206995, 17016163.402602002, 53108457.904871985, 78075451.326153, 22170057.970526997, 120388852.90893, 14541218.647478998, 13233855.994550996]"
glorious-wood-1359,8,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1127865605.1508946,"[68346537.27042, 27099396.298422996, 35748230.958329, 1704313.322822, 27278093.078728, 24032348.765101, 8275348.088623, 30592632.927591, 9618435.758118, 47152373.77449, 63780294.220782, 4849003.949689999, 13658876.077963, 11664355.637861, 19578367.737599, 15550245.986187002, 17923336.028955, 15135457.975373, 36430743.618985, 29959891.261219, 3744810.975154, 1493578.2368239998, 1000551.421271, 1139143.948255, 1105342.982073, 2432886.2683010004, 908188.325661, 980559.798852, 1262133.683488, 1101718.785858, 1236808.237418, 1129881.56343, 1108944.298379, 1215744.433767, 962473.989309, 1126282.1718060002, 1123561.775969, 1189740.760086, 1035183.702268, 896345.9825350002, 4457847.298750999, 4755522.537366, 4417114.609051, 4771899.971254999, 4465751.65619, 4435833.170342, 4314156.88172, 4370388.468703, 4343792.189641001, 4419973.6072, 4396921.3901080005, 4408429.174149999, 4380190.459268, 4413415.356266, 4384771.159224, 4383295.817384, 4785602.554025, 4916131.835948, 4461515.4590139985, 4914556.544478999, 9744655.436101, 50099520.363812, 17754859.529243, 48785525.719805, 11919648.039885, 15137251.719776, 25920512.378707003, 24573331.398888, 45192079.458735, 45853002.908982, 5392462.598392, 12863065.558579, 4968782.359014001, 7598899.199147, 49562168.008906, 60824048.028988, 15565639.148697998, 26706656.278881, 12317111.39914, 12317111.399167]"
swept-microwave-1358,50,0.1,2e-06,tpch_static_1_MAB,0.1,0,98623215.165594,"[4388976.021035001, 3943444.277069, 4087214.793694, 3943444.103517, 3937149.542768, 3937113.553048001, 3937212.332881, 3850583.782731, 3937113.303635001, 3838766.943227001, 3937212.2741430006, 3937212.273259001, 3838766.9428130006, 3943444.10404, 3937212.273422001, 3937212.333158, 3937212.333109, 3793437.643325, 3937212.334, 3937212.334145, 3937212.333022, 3937212.333423, 3937212.333556, 3937212.333347, 3937212.333227]"
fluent-surf-1357,3,0.05,2e-07,tpcds_random_10_MAB_rep20_round20,0.01,0,1212892326.025682,"[79563047.60503599, 78622747.15937999, 60164280.65826901, 14941032.323576996, 111497276.577906, 21178785.242907003, 45619090.210225, 82955637.86526197, 181452093.93325505, 35254732.174276, 44891020.57326601, 129448467.426098, 12538666.196607, 17465200.385817997, 53557583.299601994, 78075464.431953, 20079596.815862995, 120384549.09793, 13559617.789905, 11643436.258547002]"
devoted-universe-1356,5,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1131492821.9067714,"[68346537.286262, 27099396.297540996, 35748230.957789, 1704313.323097, 27278093.077695, 24032348.741305, 8275348.085291, 30592632.928682, 9618435.737987, 47577410.413711, 63780294.214136, 3504422.542642, 13012419.833273, 11734497.679224, 19545794.000194997, 15532851.429318, 17923336.011637002, 15199189.121673, 36650615.931573, 30109108.622556, 3744810.952954, 1493578.284447, 1000551.432306, 1560986.685257, 1563407.4676759995, 1735248.7063429998, 1385915.689932, 1429877.596893, 1655831.107283, 1539951.193608, 1655252.890898, 1546337.090031, 1532677.735896, 1198040.706666, 962474.01542, 2244817.103254, 1133187.014021, 1199797.855731, 1025127.344798, 897961.566589, 4457847.294557, 4755522.4872200005, 4417114.585119, 4780285.934853999, 4465835.751533, 4501158.358174999, 4379482.056688999, 4370472.548706, 4345405.323911, 4420057.617409, 4923080.768778, 4469936.684832999, 4376565.116049999, 4474998.988205999, 4446411.221831999, 4379400.972009, 4401321.050199, 4454653.856346, 4374562.414565999, 4370012.452678, 9742442.492735, 50099520.383626, 18201680.226952, 48783371.816520005, 11921801.955975, 15137251.723774, 25920512.384023003, 24573331.383798, 45638903.528058, 45855156.832317, 5390308.6940130005, 12863065.556187, 4976747.614662, 7760183.311144, 49562168.000063, 60826201.925684, 15563485.228336995, 26705078.006488, 12319265.29668, 12317111.386475]"
treasured-capybara-1355,25,0.1,2e-06,tpch_static_1_MAB,0.1,0,98623215.171316,"[4388976.028393, 3943444.275184, 4087214.79331, 3943444.103277, 3937149.542863, 3937113.552602001, 3937212.333111, 3850583.782788001, 3937113.302942001, 3838766.9426950007, 3937212.273526001, 3937212.2728550006, 3838766.9433070007, 3943444.104485, 3937212.274171001, 3937212.333111, 3937212.333664001, 3793437.644112, 3937212.333931, 3937212.334496, 3937212.333595, 3937212.333207001, 3937212.333149, 3937212.333196, 3937212.333346]"
usual-pond-1354,70,0.05,2e-06,tpcds_random_10_MAB_rep20_round20,0.01,0,1221142851.7265103,"[79563047.59682599, 78622747.22288299, 60164280.68332601, 14941032.312458996, 111497276.581823, 21178785.260136005, 45619090.229337, 82955637.84734997, 181452093.955774, 36137582.219489, 44410401.839104, 130540543.05528802, 11861568.998674, 17566005.091256, 54494229.93029699, 79786279.388712, 20544525.285691995, 121200220.490624, 15019925.736607002, 13587578.000853002]"
visionary-lake-1353,3,0.05,0.0002,tpcds_shifting_1_MAB_80,0.01,0,1129344161.636704,"[68346537.271611, 27099396.255186, 35748230.943096, 1704313.308155, 27278093.068273, 24032348.726295, 8275348.088260001, 30592632.919918, 10056707.519978002, 47152373.76807501, 63083511.018548995, 3504422.558576, 12878855.135182, 11714904.215279, 19476148.907055, 16327868.219201, 17997480.667957004, 15199189.13764, 36525095.527914, 30208323.388091, 3744810.967977, 1493578.276496, 1000551.43395, 1139143.9607169998, 1105343.001565, 1317394.3058919995, 2089428.558023, 980559.793525, 1252728.8974519998, 1090985.304561, 1246768.1771610002, 1130002.139085, 1812077.93408, 1215828.834466, 952630.661178, 1126298.244909, 1124614.757024, 1191432.1897329998, 1025283.706123, 827202.1804210001, 4457847.290198999, 5453344.611213, 4351873.481362001, 4771899.971503999, 4468698.727747999, 4501074.292823, 4314156.863933, 4370388.463914, 4345321.234709, 4419973.543950001, 4396921.343815, 4408429.020221, 4380190.270206, 4413415.291426, 4911318.224055999, 4909447.583737999, 4866187.225314, 4389412.736481001, 4378589.311067999, 4373709.593564, 9744655.48966, 50099520.386387005, 18201680.225692, 48783371.817592, 11921801.956924, 15137251.725346, 25920512.376938, 25020152.09306, 45192079.464396, 45853002.914816, 5392462.685942001, 12863065.570755, 4966628.459101001, 7556374.598201, 49562168.020025, 60826201.945032, 15563485.227970997, 27155688.544897, 12316884.174275002, 12316530.909821002]"
dauntless-rain-1352,15,0.1,2e-06,tpch_static_1_MAB,0.1,0,98623215.436351,"[4388976.031781, 3943444.289546, 4087214.796046, 3943444.113278, 3937149.552625001, 3937113.562837001, 3937212.342908, 3850583.7924390007, 3937113.312830001, 3838766.95248, 3937212.283427001, 3937212.282536001, 3838766.9523140006, 3943444.113744, 3937212.2837160006, 3937212.343026, 3937212.343035, 3793437.653141, 3937212.343062, 3937212.34747, 3937212.347745, 3937212.347719, 3937212.347749, 3937212.354030001, 3937212.346867]"
treasured-lion-1351,50,0.05,2e-06,tpcds_random_10_MAB_rep20_round20,0.01,0,1221142851.607829,"[79563047.58364199, 78622747.28467399, 60164280.65596301, 14941032.274589997, 111497276.576088, 21178785.250266004, 45619090.210908, 82955637.87623297, 181452093.975088, 36137582.181535006, 44410401.816015, 130540543.05765802, 11861568.986815, 17566005.065422, 54494229.92484299, 79786279.38224901, 20544525.28709799, 121200220.496084, 15019925.737627, 13587577.985031003]"
expert-wind-1350,70,0.05,0.002,tpcds_shifting_1_MAB_80,0.01,0,1124773930.678453,"[68346537.250657, 27099396.298309997, 35748230.955942, 1704313.325331, 27278093.093401, 24032348.75054, 8275348.099208, 30592632.924766, 10056707.523203, 47152373.77328, 63083511.020445995, 3504422.543376, 12878855.120786, 11714904.201256, 19476148.901198, 15386150.184903, 17859603.755767003, 14984190.154571, 36592178.163717, 30137760.46381, 3744810.950688, 1493578.245014, 1000551.421879, 1139143.947095, 1863598.883198, 1325880.253974, 918345.839549, 980559.797977, 1262133.686759, 1101718.779698, 1238201.832168, 1129881.536334, 2186644.9013119997, 1206526.4116959998, 962473.977356, 1126282.1398510002, 1133186.307172, 1199797.526914, 1035183.720561, 887852.0450149999, 4457847.290213, 4294763.806127001, 4779433.341446, 4384479.466733999, 4465835.735405, 4501158.357822999, 4314240.945804, 4370472.538885, 4624423.01629, 4420057.623093001, 4462246.5378209995, 4473754.223598999, 4380274.363992, 4413499.390385, 4384855.150691, 4383295.758683, 4339906.161898, 4389412.731624001, 4464650.016050999, 4373709.638323, 9742442.496623, 50099520.389654, 17754859.563322, 48785525.724845, 11919648.045412, 15137251.724664, 25920512.384202003, 24573331.440383997, 45192079.464442, 45853002.933686, 5392462.604684001, 12863065.564312, 4968782.367235, 7760336.865586, 49562168.014868, 60824048.038121, 15565639.154467998, 26706656.286933, 12317111.405725, 12317111.405722]"
sleek-butterfly-1349,10,0.1,2e-06,tpch_static_1_MAB,0.1,0,98578174.808238,"[4388976.009106, 3943444.319713, 4087214.793108, 3943444.1032, 3937149.542815, 3937113.552611001, 3937212.339532001, 3850583.783364, 3937113.302974001, 3838766.9444440007, 3937212.274576001, 3937212.273697001, 3943444.104593, 3937236.395786001, 3937236.4052710007, 3793461.712913001, 3937236.402931001, 3937236.402809001, 3937236.404224001, 3937236.4045430007, 3937236.403912001, 3937236.4035960007, 3937236.408169001, 3937236.405210001, 3793461.715141]"
dark-sunset-1348,25,0.05,2e-06,tpcds_random_10_MAB_rep20_round20,0.01,0,1221142851.2829225,"[79563047.58636598, 78622747.273795, 60164280.65082201, 14941032.279278995, 111497276.576714, 21178785.247388, 45619090.202194, 82955637.80318697, 181452093.900788, 36137582.168811, 44410401.80301599, 130540543.038612, 11861568.972449, 17566005.039963998, 54494229.90816299, 79786279.379694, 20544525.276638996, 121200220.473925, 15019925.725242002, 13587577.975875]"
snowy-microwave-1347,8,0.1,2e-06,tpch_static_1_MAB,0.1,0,98578199.06998505,"[4388976.024978001, 3943444.335247, 4087214.804623, 3943444.119492, 3937149.553759, 3937113.564027001, 3937212.343709, 3850583.7931900006, 3937113.312318001, 3838766.952610001, 3937212.283481001, 3943444.114695, 3937236.404193001, 3937236.403756001, 3793461.714042001, 3937236.4027860006, 3937236.4025560007, 3937236.402780001, 3937236.4023890006, 3937236.4022500007, 3937236.412335001, 3937236.403176001, 3937236.4026020006, 3793461.712675001, 3937236.402316001]"
firm-haze-1346,50,0.05,0.002,tpcds_shifting_1_MAB_80,0.01,0,1124773930.447411,"[68346537.265696, 27099396.293461, 35748230.951863, 1704313.321577, 27278093.077227, 24032348.767124, 8275348.091447, 30592632.918327, 10056707.518382002, 47152373.767162, 63083511.017295994, 3504422.556781, 12878855.133818, 11714904.214495, 19476148.914716, 15386150.195231, 17859603.75257, 14984190.157727, 36592178.181342006, 30137760.481942, 3744810.9606320006, 1493578.2473139998, 1000551.438267, 1139143.9563719998, 1863598.904885, 1325880.258112, 918345.837607, 980559.797297, 1262133.6838389998, 1101718.787033, 1238201.847513, 1129881.549187, 2186644.918308, 1206526.428552, 962473.988679, 1126282.158831, 1133186.309437, 1199797.528948, 1035183.69922, 887852.038817, 4457847.297757, 4294763.811041, 4779433.341172, 4384479.463972999, 4465835.722755999, 4501158.342371, 4314240.932654, 4370472.528426, 4624422.990106, 4420057.608722, 4462246.517724, 4473754.208373999, 4380274.348032, 4413499.377095, 4384855.137614, 4383295.743028, 4339906.150284001, 4389412.720999001, 4464649.999691999, 4373709.589397, 9742442.488089, 50099520.379558, 17754859.526243, 48785525.709431, 11919648.029598, 15137251.709854, 25920512.368382003, 24573331.388580997, 45192079.454306, 45853002.915975, 5392462.606350001, 12863065.565301, 4968782.363664, 7760336.865291, 49562168.015735, 60824048.054828994, 15565639.157510998, 26706656.286241, 12317111.409483, 12317111.404738]"
confused-flower-1345,15,0.05,2e-06,tpcds_random_10_MAB_rep20_round20,0.01,0,1219041987.0676107,"[79563047.58090198, 78622747.122209, 60164280.63046001, 14941032.264600996, 111497276.561886, 21178785.223861, 45619090.198426, 82955637.83060196, 181452093.93258, 36137582.16617, 44410401.799233, 130540543.036781, 11861568.969864, 17566005.035969, 54494229.905146986, 79786279.359501, 20083375.877863996, 120391943.595238, 14541714.324228996, 13234351.652087996]"
visionary-shape-1344,5,0.1,2e-06,tpch_static_1_MAB,0.1,0,97217368.415527,"[4388976.019873001, 3943444.299807, 4087214.80435, 3943444.11432, 3937149.557153, 3937113.564350001, 3937212.343205, 3850583.792662, 3937113.312260001, 3943444.11684, 3940357.468315, 3796590.796162, 3940365.487054, 3940365.486081, 3790363.023542, 3790363.027066, 3790363.024334, 3790363.023903, 3790363.024144, 3790363.015626, 3790363.015459, 3790363.016076, 3790363.033688, 3790363.025181, 3790363.024076]"
