name,tau,delta1,delta2,exp_id,lambda,rounds,wandb_flag,rt_sum,rt_list
wild-shape-706,50,0.1,0.0002,tpch_static_1_MAB,0.01,0,,97265772.312549,"[4388976.027076, 3943444.294093, 4087214.802677, 3943444.112593, 3937149.552348001, 3937113.562248001, 3937212.342245, 3850583.7919780007, 3937113.312088001, 3838766.9520120006, 3943444.113082, 3940357.463249, 3796590.792175001, 3940365.482321, 3940365.482176, 3790363.022264, 3790363.022507, 3790363.022487, 3790363.022488, 3790363.022439, 3790363.022418, 3790363.022465, 3790363.022372, 3790363.028265, 3790363.022483]"
youthful-resonance-705,25,0.1,0.0002,tpch_static_1_MAB,0.01,0,,97265772.30500402,"[4388976.019365001, 3943444.294902, 4087214.802757, 3943444.112756, 3937149.552386, 3937113.564412001, 3937212.342636, 3850583.792049001, 3937113.312090001, 3838766.9518790008, 3943444.113128, 3940357.463545, 3796590.792651, 3940365.482328, 3940365.482598, 3790363.022415, 3790363.022502, 3790363.022647, 3790363.022543, 3790363.022704, 3790363.022362, 3790363.022354, 3790363.022586, 3790363.022677, 3790363.022732]"
fine-sunset-704,15,0.1,0.0002,tpch_static_1_MAB,0.01,0,,97265772.335783,"[4388976.027651001, 3943444.293535, 4087214.802687001, 3943444.112547, 3937149.552015001, 3937113.564232001, 3937212.342249, 3850583.791900001, 3937113.312087001, 3838766.9515360007, 3943444.11308, 3940357.463041001, 3796590.7921600007, 3940365.482097, 3940365.482176, 3790363.022261, 3790363.022323, 3790363.022375, 3790363.022405, 3790363.026276, 3790363.026274, 3790363.026236, 3790363.026237, 3790363.032081, 3790363.026322]"
lyric-silence-703,10,0.1,0.0002,tpch_static_1_MAB,0.01,0,,97265772.235708,"[4388976.021866, 3943444.297071, 4087214.802663, 3943444.112636, 3937149.552065, 3937113.5641590008, 3937212.342239, 3850583.79206, 3937113.312084001, 3838766.9516290007, 3943444.112982, 3940357.4631070006, 3796590.7922900007, 3940365.486245, 3940365.475554, 3790363.015508, 3790363.015683, 3790363.015724, 3790363.015737, 3790363.016158, 3790363.015703, 3790363.015595, 3790363.015548, 3790363.015706, 3790363.015696]"
swift-oath-702,8,0.1,0.0002,tpch_static_1_MAB,0.01,0,,97217368.15834902,"[4388976.020917, 3943444.279942, 4087214.793496, 3943444.103657, 3937149.542821, 3937113.552833001, 3937212.332772, 3850583.783270001, 3937113.303433001, 3943444.10557, 3940357.453721, 3796590.783297001, 3940365.473576, 3940365.473568, 3790363.013344, 3790363.013689, 3790363.013971, 3790363.01431, 3790363.014122, 3790363.014346, 3790363.014232, 3790363.014001, 3790363.014952, 3790363.014364, 3790363.014145]"
copper-rain-701,5,0.1,0.0002,tpch_static_1_MAB,0.01,0,,97070618.103429,"[4388976.021003, 3943444.302281, 4087214.808299, 3943444.11261, 3937149.552258, 3937113.562328001, 3937212.342273, 3850583.7915440006, 3943444.113609, 3940357.4668990006, 3796590.792496, 3940365.482313, 3940365.482181, 3790363.022229, 3790363.022301, 3790363.022316, 3790363.022389, 3790363.022306, 3790363.022306, 3790363.022325, 3790363.022251, 3790363.022367, 3790363.022348, 3790363.027903, 3790363.022294]"
dainty-plasma-700,3,0.1,0.0002,tpch_static_1_MAB,0.01,0,,100413831.14934,"[4388976.023585, 3943444.302958, 4087214.802969, 3943444.112796, 3937149.552347, 3937113.564200001, 3943444.11359, 4087214.804093001, 3943440.112459, 4087214.802368, 3943440.112397, 3937212.342164001, 3943444.113376, 3937212.343344, 3838742.89291, 3937212.342848, 3937141.142771, 4087143.602884, 4087143.603327, 4076674.043217001, 4064828.352564, 4095202.813986, 4076674.042874001, 4076551.604711, 4076551.604602]"
rosy-water-699,70,0.1,0.002,tpch_static_1_MAB,0.01,0,,99837700.452134,"[4388976.025584, 3943444.306174, 4087214.802654001, 3943444.112533, 3937149.55238, 3937113.562334001, 3937212.341778, 3943444.112998, 4087214.803021, 3943440.112072, 4087214.802037, 3943440.112016, 3937212.342097, 3937212.342192, 3937212.341898, 3937212.341610001, 3943444.11311, 3937212.343021, 3838742.892749, 3937212.342484, 3937141.142406, 4087143.602331, 4087143.602371, 4076674.0480670007, 4064828.352217]"
effortless-resonance-698,50,0.1,0.002,tpch_static_1_MAB,0.01,0,,99837700.425774,"[4388976.0007650005, 3943444.298082, 4087214.802806, 3943444.112933, 3937149.554586, 3937113.562502001, 3937212.341945001, 3943444.113124, 4087214.803247, 3943440.112252, 4087214.802345, 3943440.112331, 3937212.34249, 3937212.342322, 3937212.342134, 3937212.341744, 3943444.113252, 3937212.34334, 3838742.8928, 3937212.342712001, 3937141.142579, 4087143.602572, 4087143.602562, 4076674.047913001, 4064828.352436]"
stoic-snow-697,25,0.1,0.002,tpch_static_1_MAB,0.01,0,,99837700.240281,"[4388976.032827, 3943444.279069, 4087214.794062, 3943444.103983, 3937149.543391001, 3937113.554192001, 3937212.333206, 3943444.104021, 4087214.794462001, 3943440.103529, 4087214.793777, 3943440.104123, 3937212.333418001, 3937212.333511001, 3937212.333369, 3937212.333222, 3943444.10512, 3937212.335485, 3838742.885253, 3937212.335327, 3937141.135143, 4087143.595424, 4087143.594819, 4076674.0349460007, 4064828.344602]"
comic-pyramid-696,15,0.1,0.002,tpch_static_1_MAB,0.01,0,,99837700.351515,"[4388976.021675, 3943444.293433, 4087214.802891, 3943444.112969, 3937149.552261, 3937113.564722001, 3937212.342045, 3943444.113287, 4087214.803412, 3943440.112355, 4087214.802334, 3943440.11236, 3937212.342479, 3937212.337962, 3937212.334286, 3937212.333906001, 3943444.104875, 3937212.334916, 3838742.884703, 3937212.334973001, 3937141.142066, 4087143.594537, 4087143.594514, 4076674.03436, 4064828.344194]"
stilted-shadow-695,10,0.1,0.002,tpch_static_1_MAB,0.01,0,,99837700.353584,"[4388976.024544001, 3943444.294247, 4087214.802805001, 3943444.112481, 3937149.551872, 3937113.564138001, 3937212.341598, 3943444.112828, 4087214.803295001, 3943440.112118, 4087214.802078, 3943440.112074, 3937212.342145, 3937212.342119, 3937212.341947001, 3937212.333817001, 3943444.104716, 3937212.33472, 3838742.884414, 3937212.334401, 3937141.134241, 4087143.594388, 4087143.594244, 4076674.0342720007, 4064828.344082]"
solar-paper-694,8,0.1,0.002,tpch_static_1_MAB,0.01,0,,99988113.2355,"[4388976.029136, 3943444.302053, 4087214.802766, 3943444.112685, 3937149.55257, 3937113.562438001, 3937212.341906, 3943444.11317, 4087214.803258, 3943440.112287, 4087214.80228, 3943440.112276, 3937212.34246, 3937212.342323, 3937212.341749, 3943444.113185, 3937212.343248, 3838742.892796, 3937212.342729, 3937141.142518, 4087143.602567, 4087143.602649, 4076674.0424640006, 4064828.358049, 4087625.121938]"
swept-music-693,5,0.1,0.002,tpch_static_1_MAB,0.01,0,,100413831.153662,"[4388976.03284, 3943444.295546, 4087214.802748, 3943444.112681, 3937149.552377001, 3937113.561784001, 3943444.11315, 4087214.803685, 3943440.112156, 4087214.801954, 3943440.104259, 3937212.341891001, 3943444.113051, 3937212.343086, 3838742.892701, 3937212.342574, 3937141.14241, 4087143.60246, 4087143.602344, 4076674.042465, 4064828.351857, 4095202.813079, 4076674.0427100006, 4076551.617617, 4076551.612237]"
super-planet-692,3,0.1,0.002,tpch_static_1_MAB,0.01,0,,100714678.869053,"[4388976.022023001, 3943444.295042, 4087214.802875, 3943444.112946, 3937149.551800001, 3943444.115422, 4087214.803222, 3943440.11291, 4087214.802256, 3943440.111899, 3943444.11324, 3937212.343236, 3838742.892864, 3937212.342832001, 3937141.143098, 4087143.603212, 4087143.602364, 4095202.813374, 4087143.602994, 4076551.613321, 4076551.612529, 4076551.612519, 4076551.612484, 4076551.61816, 4076551.612431]"
crisp-firebrand-691,70,0.1,0.02,tpch_static_1_MAB,0.01,0,,99837700.265584,"[4388976.042013001, 3943444.312823, 4087214.793695001, 3943444.103195, 3937149.542998, 3937113.552878001, 3937212.333003, 3943444.105365, 4087214.795414, 3943440.102944, 4087214.793087001, 3943440.102978, 3937212.333738, 3937212.334262, 3937212.333656, 3937212.333068, 3943444.104035, 3937212.333692, 3838742.883252, 3937212.333236001, 3937141.133429, 4087143.593258, 4087143.593289, 4076674.033219, 4064828.343057]"
devout-frog-690,50,0.1,0.02,tpch_static_1_MAB,0.01,0,,99837700.46063396,"[4388976.0257170005, 3943444.295035, 4087214.802632, 3943444.112562, 3937149.552081, 3937113.568262001, 3937212.345513, 3943444.118402, 4087214.803194, 3943440.112087, 4087214.801934, 3943440.111992, 3937212.342332, 3937212.34224, 3937212.341971, 3937212.341566, 3943444.113019, 3937212.343019, 3838742.892756, 3937212.342513, 3937141.142383, 4087143.602296, 4087143.60237, 4076674.052197001, 4064828.352561]"
fast-jazz-689,25,0.1,0.02,tpch_static_1_MAB,0.01,0,,99837700.44454704,"[4388976.024978001, 3943444.29552, 4087214.803148, 3943444.112932, 3937149.552364, 3937113.562491001, 3937212.3423, 3943444.113276, 4087214.803537, 3943440.11241, 4087214.802366, 3943440.112262, 3937212.342505, 3937212.342413, 3937212.342292, 3937212.342491, 3943444.113924, 3937212.343802, 3838742.893463, 3937212.342939, 3937141.142738, 4087143.602619, 4087143.602538, 4076674.0426710006, 4064828.352568]"
ancient-pyramid-688,15,0.1,0.02,tpch_static_1_MAB,0.01,0,,99837700.42034902,"[4388976.0259340005, 3943444.294904, 4087214.802657, 3943444.112653, 3937149.552418, 3937113.565096001, 3937212.342563001, 3943444.113509, 4087214.80328, 3943440.112275, 4087214.802219, 3943440.112283, 3937212.342789, 3937212.343156, 3937212.342856, 3937212.342432, 3943444.113855, 3937212.343391, 3838742.892846, 3937212.336067, 3937141.13607, 4087143.595835, 4087143.596291, 4076674.042475001, 4064828.352495]"
eternal-microwave-687,10,0.1,0.02,tpch_static_1_MAB,0.01,0,,99837700.46454002,"[4388976.019110001, 3943444.306727, 4087214.803082001, 3943444.116762, 3937149.556424, 3937113.566220001, 3937212.345863001, 3943444.117292, 4087214.80348, 3943440.11235, 4087214.802345, 3943440.112152, 3937212.342272, 3937212.342182, 3937212.342018, 3937212.341816, 3943444.113239, 3937212.343096, 3838742.892766, 3937212.342688, 3937141.142477, 4087143.602622, 4087143.602704, 4076674.0425860006, 4064828.352267]"
vibrant-snow-686,8,0.1,0.02,tpch_static_1_MAB,0.01,0,,99988113.084801,"[4388976.036538, 3943444.270201, 4087214.794685, 3943444.104791, 3937149.54426, 3937113.554376001, 3937212.334047, 3943444.105169, 4087214.795377, 3943440.104426, 4087214.794361, 3943440.104519, 3937212.336294001, 3937212.335676001, 3937212.33524, 3943444.106112, 3937212.336137001, 3838742.886091, 3937212.342678, 3937141.142406, 4087143.602707, 4087143.602439, 4076674.04231, 4064828.352331, 4087625.12163]"
earnest-durian-685,5,0.1,0.02,tpch_static_1_MAB,0.01,0,,100413830.935039,"[4388976.019185, 3943444.27427, 4087214.793453001, 3943444.103521, 3937149.542695, 3937113.552458001, 3943444.103248, 4087214.794725, 3943440.103193, 4087214.792911, 3943440.102833, 3937212.332988001, 3943444.103087, 3937212.332882, 3838742.883188, 3937212.332988001, 3937141.133209, 4087143.593127, 4087143.592953, 4076674.033115001, 4064828.349618, 4095202.810781, 4076674.045049001, 4076551.604753, 4076551.604809]"
grateful-plant-684,3,0.1,0.02,tpch_static_1_MAB,0.01,0,,100714678.85321598,"[4388976.020804, 3943444.291419, 4087214.802573, 3943444.112704, 3937149.551626, 3943444.113186, 4087214.803262, 3943440.1128, 4087214.802092, 3943440.111623, 3943444.113011, 3937212.342995, 3838742.892564, 3937212.342422, 3937141.142353, 4087143.602334, 4087143.601871, 4095202.813006, 4087143.60271, 4076551.612102, 4076551.611996, 4076551.61208, 4076551.612011, 4076551.612091, 4076551.617581]"
distinctive-snowball-683,70,0.1,0.01,tpch_static_1_MAB,0.01,0,,97070618.07779402,"[4388976.0190550005, 3943444.293809, 4087214.802814, 3943444.112669, 3937149.552215, 3937113.562419001, 3937212.342492, 3850583.791622, 3943444.113588, 3940357.463201, 3796590.792362, 3940365.482265, 3940365.482342, 3790363.022331, 3790363.022502, 3790363.022417, 3790363.022438, 3790363.02207, 3790363.022083, 3790363.022089, 3790363.022126, 3790363.022161, 3790363.022083, 3790363.022339, 3790363.022302]"
lucky-durian-682,50,0.1,0.01,tpch_static_1_MAB,0.01,0,,97070618.058218,"[4388976.020278, 3943444.292816, 4087214.803198, 3943444.112739, 3937149.552085, 3937113.564464001, 3937212.346255, 3850583.7952990006, 3943444.110886, 3940357.457661001, 3796590.785719, 3940365.486787, 3940365.475639, 3790363.015486, 3790363.01593, 3790363.022347, 3790363.022302, 3790363.022229, 3790363.022135, 3790363.021691, 3790363.022413, 3790363.022692, 3790363.022414, 3790363.022375, 3790363.022378]"
glad-meadow-681,25,0.1,0.01,tpch_static_1_MAB,0.01,0,,97070618.086513,"[4388976.027322001, 3943444.307419, 4087214.80329, 3943444.112764, 3937149.552411, 3937113.555958001, 3937212.335815, 3850583.7852520007, 3943444.113797, 3940357.463194001, 3796590.792201, 3940365.482455, 3940365.482382, 3790363.02257, 3790363.023374, 3790363.022978, 3790363.02271, 3790363.022754, 3790363.022763, 3790363.022559, 3790363.022522, 3790363.022448, 3790363.022513, 3790363.022509, 3790363.022553]"
volcanic-firebrand-680,15,0.1,0.01,tpch_static_1_MAB,0.01,0,,97070618.091853,"[4388976.019038, 3943444.296091, 4087214.802704, 3943444.112599, 3937149.552126, 3937113.5623250008, 3937212.342301, 3850583.791456, 3943444.113625, 3940357.462972, 3796590.792051001, 3940365.482159, 3940365.482207, 3790363.022229, 3790363.022354, 3790363.022285, 3790363.02234, 3790363.022374, 3790363.022339, 3790363.022446, 3790363.022401, 3790363.0225, 3790363.026193, 3790363.026318, 3790363.02642]"
dainty-deluge-679,10,0.1,0.01,tpch_static_1_MAB,0.01,0,,97070618.092909,"[4388976.0303650005, 3943444.293453, 4087214.80286, 3943444.112755, 3937149.552199001, 3937113.562364001, 3937212.342518, 3850583.7916160007, 3943444.1138, 3940357.463184001, 3796590.792296, 3940365.48236, 3940365.482574, 3790363.022421, 3790363.022484, 3790363.022484, 3790363.022487, 3790363.02245, 3790363.022578, 3790363.022611, 3790363.02265, 3790363.022601, 3790363.022571, 3790363.022557, 3790363.022671]"
sparkling-deluge-678,8,0.1,0.01,tpch_static_1_MAB,0.01,0,,97070618.133491,"[4388976.023904, 3943444.309882, 4087214.806682, 3943444.116442, 3937149.552502, 3937113.566149001, 3937212.346221, 3850583.795322001, 3943444.117543, 3940357.467042001, 3796590.797014, 3940365.484683, 3940365.482282, 3790363.02225, 3790363.022224, 3790363.022208, 3790363.022311, 3790363.022306, 3790363.02241, 3790363.022279, 3790363.022273, 3790363.022412, 3790363.022431, 3790363.022403, 3790363.022316]"
clean-glade-677,5,0.1,0.01,tpch_static_1_MAB,0.01,0,,100413831.116064,"[4388976.0254460005, 3943444.291099, 4087214.802774, 3943444.112657, 3937149.552208, 3937113.563952001, 3943444.113227, 4087214.803912, 3943440.112198, 4087214.802243, 3943440.112002, 3937212.334175, 3943444.104901, 3937212.334964, 3838742.884733, 3937212.342582, 3937141.14256, 4087143.60252, 4087143.602474, 4076674.042418, 4064828.351844, 4095202.813223, 4076674.0426790006, 4076551.612397, 4076551.612876]"
winter-durian-676,3,0.1,0.01,tpch_static_1_MAB,0.01,0,,100714678.84989402,"[4388976.022962, 3943444.293068, 4087214.802555, 3943444.112336, 3937149.55152, 3943444.113112, 4087214.803154, 3943440.112541, 4087214.801886, 3943440.111524, 3943444.112933, 3937212.342887, 3838742.892545, 3937212.342401, 3937141.142323, 4087143.602274, 4087143.60177, 4095202.81291, 4087143.602678, 4076551.612008, 4076551.612093, 4076551.612125, 4076551.612019, 4076551.612101, 4076551.612169]"
dazzling-wood-675,70,0.05,2e-07,tpch_static_1_MAB,0.01,0,,98534153.255447,"[4388976.016890001, 3943444.291038, 4087214.802582, 3943444.112476, 3937149.551992, 3937113.562082001, 3937212.342412001, 3850583.791791, 3937113.311923001, 3838766.951854001, 3937212.2820180007, 3937212.2819980006, 3838766.951858001, 3991924.9017020008, 3943444.112913, 3937212.2829490006, 3937212.342414, 3937212.342313001, 3793437.652423, 3937212.342282001, 3937212.342341, 3937212.342431, 3937212.342354, 3937212.342307, 3793437.658104]"
earthy-paper-674,50,0.05,2e-07,tpch_static_1_MAB,0.01,0,,98534153.26743402,"[4388976.023262001, 3943444.294662, 4087214.8028, 3943444.112785, 3937149.552216, 3937113.564380001, 3937212.342501001, 3850583.792086001, 3937113.312100001, 3838766.9527890007, 3937212.282224001, 3937212.2820990006, 3838766.952098001, 3991924.901834001, 3943444.113101, 3937212.2832050007, 3937212.342501001, 3937212.342427, 3793437.652592, 3937212.342478, 3937212.342587, 3937212.343076001, 3937212.342522, 3937212.342513, 3793437.652596]"
smooth-night-673,25,0.05,2e-07,tpch_static_1_MAB,0.01,0,,98534153.269091,"[4388976.022872, 3943444.295968, 4087214.807675, 3943444.113254, 3937149.552079, 3937113.564553001, 3937212.342099, 3850583.791843, 3937113.312072001, 3838766.951982001, 3937212.282131001, 3937212.281905001, 3838766.9519270007, 3991924.901796001, 3943444.112898, 3937212.283030001, 3937212.342353, 3937212.342278, 3793437.652407, 3937212.342361, 3937212.342339, 3937212.342216, 3937212.342286001, 3937212.342367, 3793437.6524]"
atomic-leaf-672,15,0.05,2e-07,tpch_static_1_MAB,0.01,0,,98534153.07138202,"[4388976.027546001, 3943444.296076, 4087214.806589, 3943444.103097, 3937149.542572, 3937113.552762001, 3937212.334745, 3850583.785141001, 3937113.303115001, 3838766.943141001, 3937212.2727120006, 3937212.2727970006, 3838766.942665, 3991924.892579001, 3943444.103673, 3937212.273854001, 3937212.333170001, 3937212.332941, 3793437.643419, 3937212.332991, 3937212.33278, 3937212.33284, 3937212.333074, 3937212.333563, 3793437.64354]"
vocal-tree-671,10,0.05,2e-07,tpch_static_1_MAB,0.01,0,,98578174.76020204,"[4388976.029543, 3943444.293597, 4087214.802899, 3943444.11255, 3937149.552121, 3937113.562208001, 3937212.342373001, 3850583.791994, 3937113.312059001, 3838766.951932001, 3937212.2743370007, 3937212.2738390006, 3943444.104872, 3937236.394986001, 3937236.394550001, 3793461.704451, 3937236.394570001, 3937236.394767001, 3937236.396317001, 3937236.394427001, 3937236.3943210007, 3937236.3943750006, 3937236.394320001, 3937236.394423001, 3793461.7043710006]"
logical-dragon-670,8,0.05,2e-07,tpch_static_1_MAB,0.01,0,,98578199.027577,"[4388976.02225, 3943444.289226, 4087214.802682, 3943444.113032, 3937149.55209, 3937113.5643120008, 3937212.342317001, 3850583.791991001, 3937113.312088001, 3838766.952093001, 3937212.2818510006, 3943444.113008, 3937236.403141001, 3937236.4023580006, 3793461.712274001, 3937236.402435001, 3937236.402425001, 3937236.407261001, 3937236.4071550006, 3937236.407205001, 3937236.407273001, 3937236.407255001, 3937236.4073180007, 3793461.7173950006, 3937236.4071420007]"
easy-sun-668,3,0.05,2e-07,tpch_static_1_MAB,0.01,0,,99988113.21089502,"[4388976.020527001, 3943444.292423, 4087214.802948, 3943444.112693, 3937149.55222, 3937113.562395001, 3937212.342029, 3943444.113123, 4087214.803216, 3943440.11224, 4087214.802213, 3943440.112162, 3937212.342495001, 3937212.342353, 3937212.341733, 3943444.113131, 3937212.343324001, 3838742.892799, 3937212.342795, 3937141.142491, 4087143.602493, 4087143.602495, 4076674.042324001, 4064828.352432, 4087625.121841]"
dulcet-sun-667,70,0.05,2e-06,tpch_static_1_MAB,0.01,0,,98578174.68435504,"[4388976.019657, 3943444.264204, 4087214.794662, 3943444.104856, 3937149.547931, 3937113.562273001, 3937212.342681001, 3850583.7922260007, 3937113.304260001, 3838766.944290001, 3937212.274400001, 3937212.273995001, 3943444.104984, 3937236.3949430007, 3937236.3945670007, 3793461.704451, 3937236.3945670007, 3937236.394494001, 3937236.394475001, 3937236.3945150007, 3937236.3943420006, 3937236.3944430007, 3937236.3943310007, 3937236.3944160007, 3793461.704392001]"
devout-elevator-666,50,0.05,2e-06,tpch_static_1_MAB,0.01,0,,98578174.87030403,"[4388976.020636001, 3943444.294141, 4087214.80293, 3943444.112859, 3937149.552171, 3937113.562318001, 3937212.342425, 3850583.792022001, 3937113.312151001, 3838766.9527660008, 3937212.282313001, 3937212.281707001, 3943444.112997, 3937236.403138001, 3937236.4022940006, 3793461.712332001, 3937236.4022790007, 3937236.4023000007, 3937236.402305001, 3937236.402352001, 3937236.402318001, 3937236.4023060007, 3937236.4023230006, 3937236.4024260007, 3793461.7124950006]"
iconic-blaze-665,25,0.05,2e-06,tpch_static_1_MAB,0.01,0,,98578174.87939304,"[4388976.025592, 3943444.294727, 4087214.802649, 3943444.112657, 3937149.552086, 3937113.562225001, 3937212.342379001, 3850583.791863001, 3937113.312109001, 3838766.952052, 3937212.2821880006, 3937212.282400001, 3943444.112947, 3937236.402965001, 3937236.402262001, 3793461.712239001, 3937236.402282001, 3937236.402278001, 3937236.402332001, 3937236.402260001, 3937236.4022610006, 3937236.4021530007, 3937236.402150001, 3937236.402156001, 3793461.718181001]"
wandering-resonance-664,15,0.05,2e-06,tpch_static_1_MAB,0.01,0,,98578174.805776,"[4388976.018942, 3943444.294132, 4087214.802801, 3943444.112721, 3937149.552231, 3937113.564265001, 3937212.342324, 3850583.7919780007, 3937113.312075001, 3838766.952859001, 3937212.2822500006, 3937212.281697001, 3943444.112995, 3937236.4030860006, 3937236.402400001, 3793461.712397, 3937236.4021550007, 3937236.3943210007, 3937236.394339001, 3937236.394397001, 3937236.394246001, 3937236.394258001, 3937236.394306001, 3937236.394320001, 3793461.704281]"
cool-field-663,10,0.05,2e-06,tpch_static_1_MAB,0.01,0,,98578198.98868902,"[4388976.048094001, 3943444.292, 4087214.802656001, 3943444.112432, 3937149.552051, 3937113.562113001, 3937212.342341, 3850583.79187, 3937113.315715001, 3838766.9522370007, 3937212.2817290006, 3943444.11289, 3937236.403004001, 3937236.4022210008, 3793461.712217, 3937236.4022050006, 3937236.402282001, 3937236.4023350007, 3937236.4023330007, 3937236.4023430008, 3937236.405253001, 3937236.3945010006, 3937236.3946870007, 3793461.704605001, 3937236.3945750007]"
ethereal-microwave-662,8,0.05,2e-06,tpch_static_1_MAB,0.01,0,,97265772.311668,"[4388976.020950001, 3943444.298373, 4087214.80295, 3943444.116455, 3937149.552049, 3937113.564304001, 3937212.342292, 3850583.792689, 3937113.312370001, 3838766.952370001, 3943444.112894, 3940357.4629930006, 3796590.792697, 3940365.482793, 3940365.482771, 3790363.022215, 3790363.022244, 3790363.022313, 3790363.022245, 3790363.022244, 3790363.022199, 3790363.022265, 3790363.022223, 3790363.022473, 3790363.022297]"
hearty-voice-661,5,0.05,2e-06,tpch_static_1_MAB,0.01,0,,97070618.081573,"[4388976.018321, 3943444.291459, 4087214.806779, 3943444.112669, 3937149.552134, 3937113.562334001, 3937212.342463, 3850583.7915540007, 3943444.113716, 3940357.463331, 3796590.792281, 3940365.482426, 3940365.482399, 3790363.022398, 3790363.022433, 3790363.022495, 3790363.022408, 3790363.02243, 3790363.022405, 3790363.022577, 3790363.022353, 3790363.022592, 3790363.022459, 3790363.022607, 3790363.02255]"
fancy-silence-660,3,0.05,2e-06,tpch_static_1_MAB,0.01,0,,99988113.219688,"[4388976.023559, 3943444.29573, 4087214.802763, 3943444.112812, 3937149.552189, 3937113.564350001, 3937212.342035, 3943444.113183, 4087214.80325, 3943440.112346, 4087214.802194, 3943440.112199, 3937212.342384, 3937212.34236, 3937212.341751, 3943444.113107, 3937212.343183, 3838742.892892, 3937212.342812, 3937141.142638, 4087143.602547, 4087143.602569, 4076674.0424040006, 4064828.352519, 4087625.121912]"
graceful-waterfall-659,70,0.05,2e-05,tpch_static_1_MAB,0.01,0,,98578198.99823904,"[4388976.025954001, 3943444.292174, 4087214.803108, 3943444.112811, 3937149.55222, 3937113.564449001, 3937212.342464001, 3850583.792080001, 3937113.312236001, 3838766.9529750007, 3937212.281972001, 3943444.113205, 3937236.4032590007, 3937236.402472001, 3793461.712397, 3937236.402437001, 3937236.402483001, 3937236.402417001, 3937236.402400001, 3937236.4024670008, 3937236.402317001, 3937236.4023410007, 3937236.4024360008, 3793461.712554, 3937236.402611001]"
divine-dew-658,50,0.05,2e-05,tpch_static_1_MAB,0.01,0,,98578198.99735402,"[4388976.017502001, 3943444.29843, 4087214.803177001, 3943444.113005, 3937149.552435, 3937113.5626290007, 3937212.342678, 3850583.792182, 3937113.312389001, 3838766.952889001, 3937212.282106001, 3943444.113404, 3937236.4034680007, 3937236.4025830007, 3793461.712538, 3937236.4025250007, 3937236.4026310006, 3937236.402466001, 3937236.402470001, 3937236.402534001, 3937236.4026200008, 3937236.4026040006, 3937236.4026950006, 3793461.712668, 3937236.4027260006]"
legendary-dawn-657,25,0.05,2e-05,tpch_static_1_MAB,0.01,0,,98578199.047312,"[4388976.038474, 3943444.297743, 4087214.806583, 3943444.116405, 3937149.556127, 3937113.565921001, 3937212.345888, 3850583.795651001, 3937113.315860001, 3838766.956456001, 3937212.285592001, 3943444.116744, 3937236.4030050007, 3937236.4022770007, 3793461.712232, 3937236.4022360006, 3937236.402226001, 3937236.402228001, 3937236.402123001, 3937236.402167001, 3937236.4022030006, 3937236.402196001, 3937236.4022670006, 3793461.712419001, 3937236.402289001]"
curious-voice-656,15,0.05,2e-05,tpch_static_1_MAB,0.01,0,,98578199.051286,"[4388976.059215001, 3943444.294426, 4087214.806236, 3943444.11761, 3937149.556716, 3937113.568953001, 3937212.342414, 3850583.791927001, 3937113.312221001, 3838766.952776001, 3937212.2819400006, 3943444.113048, 3937236.4033830008, 3937236.402622001, 3793461.712438, 3937236.4024470006, 3937236.402555001, 3937236.402561001, 3937236.4026120007, 3937236.402497001, 3937236.402398001, 3937236.4025380006, 3937236.402411001, 3793461.712639, 3937236.4027030007]"
glowing-plasma-655,10,0.05,2e-05,tpch_static_1_MAB,0.01,0,,97265772.305352,"[4388976.026016001, 3943444.294386, 4087214.802581, 3943444.112731, 3937149.551927, 3937113.564162001, 3937212.342212, 3850583.791857, 3937113.312026001, 3838766.951523001, 3943444.112994, 3940357.463026, 3796590.792099, 3940365.48222, 3940365.482213, 3790363.022224, 3790363.022349, 3790363.022301, 3790363.022318, 3790363.022302, 3790363.022244, 3790363.02227, 3790363.022288, 3790363.022593, 3790363.02249]"
rose-water-654,8,0.05,2e-05,tpch_static_1_MAB,0.01,0,,97217368.384882,"[4388976.029752, 3943444.295364, 4087214.802775, 3943444.112568, 3937149.552239, 3937113.564296001, 3937212.342553, 3850583.7919510007, 3937113.311748001, 3943444.113109, 3940357.463054, 3796590.792238, 3940365.482594, 3940365.482421, 3790363.022404, 3790363.022533, 3790363.022542, 3790363.022454, 3790363.022551, 3790363.022676, 3790363.022518, 3790363.022513, 3790363.022671, 3790363.022614, 3790363.022744]"
skilled-bee-653,5,0.05,2e-05,tpch_static_1_MAB,0.01,0,,97070618.160048,"[4388976.071696, 3943444.320693, 4087214.802643, 3943444.112666, 3937149.552609, 3937113.564072001, 3937212.342345, 3850583.791628, 3943444.113108, 3940357.463205, 3796590.792227001, 3940365.482288, 3940365.4822, 3790363.022258, 3790363.022358, 3790363.022395, 3790363.022404, 3790363.022379, 3790363.022331, 3790363.022344, 3790363.022374, 3790363.022501, 3790363.022313, 3790363.02254, 3790363.022471]"
lilac-dragon-652,3,0.05,2e-05,tpch_static_1_MAB,0.01,0,,99988113.22755,"[4388976.024179, 3943444.302254, 4087214.802971, 3943444.112776, 3937149.5522, 3937113.562311001, 3937212.342064, 3943444.113517, 4087214.803327, 3943440.112377, 4087214.80237, 3943440.112321, 3937212.342494, 3937212.342367, 3937212.341862001, 3943444.113221, 3937212.343313, 3838742.892846, 3937212.342745001, 3937141.142695, 4087143.602742, 4087143.603384, 4076674.042634001, 4064828.352905, 4087625.121675]"
